OBJECTID,FCODE,STR_NAME,STR_TYPE,FULL_NAME,MUN_CODE,FROM_STR,TO_STR,STR_DIR,STR_STATUS,ST_CLASS,OWN,DATE_ACCEPT,STR_REM,FLAGS,PSAB_CODE,FDMID,ROUTE_ID,FROM_LEFT,TO_LEFT,FROM_RIGHT,TO_RIGHT,OLD_FDMID,GSA_LEFT,GSA_RIGHT,PAR_LEFT,PAR_RIGHT,STR_CODE_L,STR_CODE_R,ASSETID,ADDDATE,MODDATE,ORIGIN_DATE,MAINTENANCE,Shape_Length
1,RRRD,ALPS,RD,ALPS RD,HRM,STARGAZER DR,EVENSONG CRT,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,SD,700500600,1028,224,296,225,297,700009757,PORTERS LAKE,PORTERS LAKE,EL,OR,6937,6937,ST50600,1/13/2026 19:13:22,1/13/2026 19:13:22,,PCHZ,16.954618245832119
2,RRRD,ALPS,RD,ALPS RD,HRM,EVENSONG CRT,END,BOTH,OPEN,MINOR COLLECTOR,HRM,11/14/2025 0:00:00,,,DM,700500594,1028,334,344,335,345,,PORTERS LAKE,PORTERS LAKE,EL,OR,6937,6937,ST50594,1/12/2026 14:21:27,1/12/2026 14:47:44,,PCHZ,34.415721698114275
3,RRRD,ALPS,RD,ALPS RD,HRM,ANCHORAGE RD,STARGAZER DR,BOTH,OPEN,MINOR COLLECTOR,HRM,3/13/2015 0:00:00,,,FA,700007871,1028,70,142,71,143,400000084,PORTERS LAKE,PORTERS LAKE,EL,OR,6937,6937,ST14094,10/3/2001 0:00:00,7/18/2018 0:00:00,,PCHZ,336.329541231833446
4,RRRDLG60,MONTAGUE,RD,MONTAGUE RD,HRM,MANDY LANE,MONTAGUE RD,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,700501178,1049,470,524,471,523,0,LAKE LOON,LAKE LOON,EL,OR,8238,8238,ST51206,4/7/2026 20:19:09,4/7/2026 20:19:09,,WSZ1,202.137433206153872
5,RRRDLG60,MONTAGUE,RD,MONTAGUE RD,HRM,PROSPECTORS LOOP,ADELCHI CRT,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,CR,200003061,1049,736,924,735,925,0,MONTAGUE GOLD MINES,MONTAGUE GOLD MINES,EL,OR,4308,4308,ST10574,10/4/2001 0:00:00,3/12/2019 0:00:00,,WSZ1,913.536049054031423
6,RRRDLG60,BRIAN,ST,BRIAN ST,HRM,UPPER PARTRIDGE RIVER RD,UNDER REVIEW  623 UN,BOTH,OPEN,LOCAL STREET,HRM,6/1/2022 0:00:00,,,DM,400000973,1064,2,74,1,75,0,EAST PRESTON,EAST PRESTON,EL,OR,15211,15211,ST6192,10/4/2001 0:00:00,5/27/2022 18:07:02,,WSZ1,350.609185830258014
7,RRRDLG60,UPPER PARTRIDGE RIVER,RD,UPPER PARTRIDGE RIVER RD,HRM,WILLIAM ST,HAMMOCK LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,CA,400001118,1065,362,394,361,395,0,EAST PRESTON,EAST PRESTON,EL,OR,5513,5513,ST758,10/4/2001 0:00:00,2/6/2025 18:20:14,,WSZ1,155.843157527563250
8,RRRDLG60,LAKE MAJOR,RD,LAKE MAJOR RD,HRM,HIGHWAY 7,LAKE MAJOR RD,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,CA,200001585,1070,2,20,1,21,0,WESTPHAL,WESTPHAL,EL,OR,10579,10579,ST2300,10/5/2001 0:00:00,,,WSZ1,115.071066326673730
9,RRRDLG60,LAKE MAJOR,RD,LAKE MAJOR RD,HRM,CHAMBERLAIN DR,OLD GERMAN RD,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,CA,700000483,1070,40,228,39,229,200002939,WESTPHAL,WESTPHAL,EL,OR,10579,10579,ST4305,10/5/2001 0:00:00,11/17/2014 0:00:00,,WSZ1,834.033211048662906
10,RRRDLG60,LAKE MAJOR,RD,LAKE MAJOR RD,HRM,OLD GERMAN RD,REDDY DR,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,CA,200003076,1070,230,308,231,309,700000481,WESTPHAL,WESTPHAL,EL,OR,10579,10579,ST9986,10/5/2001 0:00:00,11/17/2014 0:00:00,,WSZ1,447.763157408933409
11,RRRDLG60,LOWER PARTRIDGE RIVER,RD,LOWER PARTRIDGE RIVER RD,HRM,UPPER PARTRIDGE RIVER RD,FROG LAKE LANE,BOTH,OPEN,LOCAL STREET,HRM,6/1/2022 0:00:00,,,CA,400000217,1072,2,110,1,109,0,EAST PRESTON,EAST PRESTON,EL,OR,8073,8073,ST8686,10/5/2001 0:00:00,5/27/2022 18:06:25,,WSZ1,610.745105569208476
12,RRRD03,LES COLLINS,AVE,LES COLLINS AVE,HRM,RADMER DR,BIRDSVIEW LANE,BOTH,OPEN,LOCAL STREET,HRM,,,,CS,700008486,1112,164,494,165,495,400000118,WEST CHEZZETCOOK,WEST CHEZZETCOOK,EL,OR,8018,8018,ST10360,1/22/2013 0:00:00,3/18/2022 16:51:31,,PCHZ,1540.161299437532762
13,RRRD,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,ALBERT WALKER DR,ST MARGARETS BAY RD,BOTH,OPEN,ARTERIAL,HRM,,,,DM,700005217,18,814,912,815,913,0,BEECHVILLE,BEECHVILLE,EL,OR,10426,10426,ST12226,1/28/2002 0:00:00,6/11/2025 13:56:03,,WSZ4,1449.937170790219625
14,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,ST MARGARETS BAY RD,HIGGINS AVE,BOTH,OPEN,ARTERIAL,HRM,,,,CA,700014207,18,1032,1044,1033,1043,700013317,BEECHVILLE,BEECHVILLE,EL,OR,10426,10426,ST51426,6/12/2025 11:31:40,7/23/2025 16:12:46,,WSZ4,50.225970809091436
15,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,HIGGINS AVE,ST MARGARETS BAY RD,BOTH,OPEN,ARTERIAL,HRM,,,,CA,700014206,18,1046,1046,1045,1045,700013310,BEECHVILLE,BEECHVILLE,EL,OR,10426,10426,ST51425,6/12/2025 11:35:53,7/23/2025 16:12:12,,WSZ4,13.512968853665084
16,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,SHEPPARDS RUN,ST MARGARETS BAY RD,BOTH,OPEN,ARTERIAL,HRM,,,,CS,300003393,18,1056,1094,1057,1095,0,BEECHVILLE,BEECHVILLE,EL,OR,10426,10426,ST7218,12/12/2001 0:00:00,7/23/2025 15:17:52,,WSZ4,133.093486566344637
17,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,ST MARGARETS BAY RD,HIGGINS AVE,BOTH,OPEN,ARTERIAL,HRM,,,,CS,700014204,18,1096,1116,1097,1117,300003393,BEECHVILLE,BEECHVILLE,EL,OR,10426,10426,ST51423,6/12/2025 11:45:01,7/23/2025 15:17:52,,WSZ4,93.566305857167322
18,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,BOYLAN LANE,ST MARGARETS BAY RD,BOTH,OPEN,ARTERIAL,HRM,,,,SD,700002252,18,1372,1380,1371,1377,300002865,BEECHVILLE,BEECHVILLE,EL,OR,10426,10426,ST3401,12/12/2001 0:00:00,6/11/2025 13:56:03,,WSZ4,61.478890859182364
19,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,ST MARGARETS BAY RD,TRINITY WAY,BOTH,OPEN,ARTERIAL,HRM,,,,CR,300002869,18,1818,1860,1819,1859,0,TIMBERLEA,TIMBERLEA,EL,OR,10436,10436,ST12364,12/12/2001 0:00:00,6/11/2025 13:56:03,,WSZ4,178.739095309264087
20,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,MOCKINGBIRD LANE,ST MARGARETS BAY RD,BOTH,OPEN,ARTERIAL,HRM,,,,SD,700002257,18,3274,3280,3273,3281,300002859,TIMBERLEA,TIMBERLEA,EL,OR,10436,10436,ST4295,12/12/2001 0:00:00,6/11/2025 13:56:03,,WSZ4,118.087102355934917
21,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,DREAMCATCHER LANE,BUMBLEBEE LANE,BOTH,OPEN,ARTERIAL,HRM,6/1/2022 0:00:00,,,DM,700001144,18,4072,4108,4073,4107,600001328,HUBLEY,HUBLEY,EL,OR,10431,10431,ST13742,12/12/2001 0:00:00,6/11/2025 13:56:03,,WSZ4,265.311131802537204
22,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,ST MARGARETS BAY RD,ANIKAS WAY,BOTH,OPEN,ARTERIAL,HRM,6/1/2022 0:00:00,,,DM,600001328,18,4190,4270,4189,4271,0,LEWIS LAKE,LEWIS LAKE,EL,OR,10434,10434,ST13824,12/12/2001 0:00:00,6/11/2025 13:56:03,,WSZ4,355.302983253205014
23,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,WHITE BIRCH DR,BUSTER LANE,BOTH,OPEN,ARTERIAL,HRM,6/1/2022 0:00:00,,,CS,600000100,18,4826,5002,4827,5001,0,UPPER TANTALLON,UPPER TANTALLON,EL,OR,15538,15538,ST8299,12/12/2001 0:00:00,6/11/2025 13:56:03,,WSZ4,806.128965819336372
24,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,INDIAN RIVER RD,TODDS ISLAND RD,BOTH,OPEN,ARTERIAL,HRM,6/1/2022 0:00:00,,,CR,700500551,18,5902,5988,5901,5987,600000110,HEAD OF ST MARGARETS BAY,HEAD OF ST MARGARETS BAY,EL,OR,10429,10429,ST50551,12/10/2025 13:53:11,12/10/2025 13:53:11,,WSZ4,288.629262243178346
25,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,FRANKS WAY,COVE CRES,BOTH,OPEN,ARTERIAL,HRM,,,,DM,600001216,18,6196,6320,6197,6319,0,HEAD OF ST MARGARETS BAY,HEAD OF ST MARGARETS BAY,EL,OR,10429,10429,ST8077,11/14/2001 0:00:00,6/18/2025 17:55:11,,WSZ4,589.191281962307585
26,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,ST MARGARETS BAY RD,TRUNK 3 DIV,BOTH,OPEN,ARTERIAL,HRM,,,,DM,700014199,18,6866,6900,6865,6901,700001176,BOUTILIERS POINT,BOUTILIERS POINT,EL,OR,10428,10428,ST51418,6/12/2025 17:17:01,6/19/2025 16:18:07,,WSZ4,138.968862577068990
27,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,TRUNK 3 DIV,TRUNK 3 DIV,BOTH,OPEN,ARTERIAL,HRM,,,,DM,700014200,18,6902,6928,6903,6927,700001176,BOUTILIERS POINT,BOUTILIERS POINT,EL,OR,10428,10428,ST51419,6/12/2025 17:18:56,6/19/2025 16:18:07,,WSZ4,49.636077229244577
28,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,ISLAND VIEW DR,CHRISTIES RD,BOTH,OPEN,ARTERIAL,HRM,,,,CR,700500553,18,6970,7008,6971,7009,600000173,BOUTILIERS POINT,BOUTILIERS POINT,EL,OR,10428,10428,ST50553,12/10/2025 14:06:59,12/10/2025 14:06:59,,WSZ4,212.357192895459832
29,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,CHRISTIES RD,,BOTH,OPEN,ARTERIAL,HRM,,,,DM,700500555,18,7100,7140,7099,7139,700006803,BOUTILIERS POINT,BOUTILIERS POINT,EL,OR,10428,10428,ST50555,12/10/2025 14:12:41,12/10/2025 14:12:41,,WSZ4,153.453800247146035
30,RRRDCD60,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,INGRAM RIVER LANE,ST MARGARETS BAY RD,BOTH,OPEN,ARTERIAL,HRM,,,,CR,700010121,18,7692,7724,7691,7725,600000181,INGRAMPORT,INGRAMPORT,EL,OR,10432,10432,ST27919,1/26/2016 0:00:00,6/24/2025 14:52:46,,WSZ4,102.192524468463020
31,RRRD,DUTCH VILLAGE,RD,DUTCH VILLAGE RD,HRM,DEAL ST,DUTCH VILLAGE RD,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,CA,300000759,121,3592,3618,3591,3619,0,HALIFAX,HALIFAX,EL,OR,278,278,ST6507,12/11/2001 0:00:00,,,W3,69.050723290694904
32,RRRD,DUTCH VILLAGE,RD,DUTCH VILLAGE RD,HRM,DUTCH VILLAGE RD,SUPREME CRT,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,CA,700009933,121,3620,3628,0,0,0,HALIFAX,HALIFAX,EL,NAR,278,278,ST17346,6/11/2015 0:00:00,6/11/2015 0:00:00,,W3,26.761226789951152
33,RRRD,DUTCH VILLAGE,RD,DUTCH VILLAGE RD,HRM,DUTCH VILLAGE RD,DEAL ST,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,CA,300000708,121,3640,3680,3639,3679,0,HALIFAX,HALIFAX,EL,OR,278,278,ST4997,12/11/2001 0:00:00,,,W3,110.560368006055427
34,RRRDCD60,SACKVILLE,DR,SACKVILLE DR,HRM,CROSSFIELD RG,EXECUTIVE DR,BOTH,OPEN,ARTERIAL,HRM,,,,SD,700008498,1689,1326,1404,1327,1405,700007540,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,16990,16990,ST13380,1/29/2013 0:00:00,1/31/2025 16:39:24,,WSZ2,364.065906742478433
35,RRRDCD60,SACKVILLE,DR,SACKVILLE DR,HRM,WILSON LAKE DR,RYDER LANE,BOTH,OPEN,ARTERIAL,HRM,,,,CS,100001355,1689,1580,1630,1581,1631,0,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,16990,16990,ST10559,7/6/2001 0:00:00,1/31/2025 16:39:24,,WSZ2,248.858666814581994
36,RRRDCD60,SACKVILLE,DR,SACKVILLE DR,HRM,BUTTERCUP GRV,PATTON RD,BOTH,OPEN,ARTERIAL,HRM,,,,DM,100001837,1689,2282,2544,2283,2545,0,UPPER SACKVILLE,UPPER SACKVILLE,EL,OR,16991,16991,ST13744,5/18/2001 0:00:00,6/3/2025 12:21:42,,WSZ2,1191.716768740739099
37,RRRDCD50,SACKVILLE,DR,SACKVILLE DR,HRM,TWELVE MILE HOUSE LANE,HILLCREST AVE,BOTH,OPEN,ARTERIAL,HRM,,,,CA,100001736,1689,66,168,67,169,100001735,LOWER SACKVILLE,LOWER SACKVILLE,EL,OR,8603,8603,ST12527,8/2/2001 0:00:00,2/6/2025 18:20:14,,WSZ2,471.530493730845990
38,RRRDCD50,SACKVILLE,DR,SACKVILLE DR,HRM,SKYRIDGE AVE,OAKDALE DR,BOTH,OPEN,ARTERIAL,HRM,,,,DM,100000566,1689,292,376,293,377,700011377,LOWER SACKVILLE,LOWER SACKVILLE,EL,OR,8603,8603,ST4362,8/2/2001 0:00:00,2/6/2025 18:20:14,,WSZ2,390.913418845999672
39,RRRDCD50,SACKVILLE,DR,SACKVILLE DR,HRM,SACKVILLE DR,SACKVILLE DR,BOTH,OPEN,ARTERIAL,HRM,,,,FA,700008017,1689,726,750,727,751,100000668,LOWER SACKVILLE,LOWER SACKVILLE,EL,OR,8603,8603,ST16357,8/2/2001 0:00:00,5/13/2025 13:31:34,,WSZ2,71.721914710447379
40,RRRDCD50,SACKVILLE,DR,SACKVILLE DR,HRM,SACKVILLE DR,SACKVILLE DR,BOTH,OPEN,ARTERIAL,HRM,,,,CS,100000668,1689,780,800,781,801,0,LOWER SACKVILLE,LOWER SACKVILLE,EL,OR,8603,8603,ST10495,8/2/2001 0:00:00,10/17/2011 0:00:00,,WSZ2,91.357433670685367
41,RRRD,SACKVILLE,DR,SACKVILLE DR,HRM,IRENE AVE,SACKVILLE DR,BOTH,OPEN,ARTERIAL,HRM,,,,DM,100000734,1689,810,840,811,841,0,LOWER SACKVILLE,LOWER SACKVILLE,EL,OR,8603,8603,ST13420,8/2/2001 0:00:00,10/17/2011 0:00:00,,WSZ2,124.471479374462476
42,RRRDLG60,WALKER,ST,WALKER ST,HRM,JOHN CROSS DR,CLOUDBERRY LANE,BOTH,OPEN,LOCAL STREET,HRM,,,GSA,DM,700500143,1527,2,4,1,3,,EAST PRESTON,LAKE ECHO,EL,OR,16385,5529,ST50143,7/18/2025 11:53:30,7/24/2025 14:25:58,,WSZ1,37.942047657373841
43,RRRD,CHAIN LAKE,DR,CHAIN LAKE DR,HRM,CHAIN LAKE DR,CHAIN LAKE DR,FOTD,OPEN,MAJOR COLLECTOR,HRM,,,,DM,700005423,160,121,121,0,0,,HALIFAX,HALIFAX,OL,NAR,1008,1008,ST15919,10/3/2007 0:00:00,10/4/2024 15:04:01,,WSZ4,27.575980969446345
44,RRRDLG60,LAKE LOON,RD,LAKE LOON RD,HRM,MONTAGUE RD,FANNIE LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,CS,200002697,1642,2,58,1,59,0,LAKE LOON,LAKE LOON,EL,OR,7962,7962,ST6195,10/4/2001 0:00:00,5/3/2021 22:52:34,,WSZ1,306.249965241281984
45,RRRD,SACKVILLE,DR,SACKVILLE DR,HRM,SACKVILLE DR,SACKVILLE DR,FOTD,OPEN,ARTERIAL,HRM,,,,DM,700501202,1689R,1528,1536,0,0,,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,NAR,16990,16990,ST51237,4/14/2026 14:44:47,4/14/2026 14:44:47,,WSZ2,72.515681622766138
46,RRRD,SACKVILLE,DR,SACKVILLE DR,HRM,SACKVILLE DR,SACKVILLE DR,FOTD,OPEN,ARTERIAL,HRM,,,,DM,700501208,1689R,1510,1520,0,0,,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,NAR,16990,16990,ST51246,4/14/2026 14:44:47,4/14/2026 14:44:47,,WSZ2,58.670119242757544
47,RRRD,SACKVILLE,DR,SACKVILLE DR,HRM,SACKVILLE DR,SACKVILLE DR,FOTD,OPEN,ARTERIAL,HRM,,,,FA,700501209,1689R,842,844,0,0,100000734,LOWER SACKVILLE,LOWER SACKVILLE,EL,NAR,8603,8603,ST51247,4/14/2026 14:44:47,4/14/2026 14:44:47,,WSZ2,30.895439524346877
48,RRRDCD50,SACKVILLE,DR,SACKVILLE DR,HRM,SACKVILLE DR,SACKVILLE DR,FOTD,OPEN,ARTERIAL,HRM,,,,FA,700501207,1689R,752,754,0,0,100000668,LOWER SACKVILLE,LOWER SACKVILLE,EL,NAR,8603,8603,ST51245,4/14/2026 14:44:47,4/14/2026 14:44:47,,WSZ2,45.363349014056823
49,RRRDCD50,SACKVILLE,DR,SACKVILLE DR,HRM,SACKVILLE DR,SACKVILLE DR,FOTD,OPEN,ARTERIAL,HRM,,,,FA,700501201,1689R,712,718,0,0,100000668,LOWER SACKVILLE,LOWER SACKVILLE,EL,NAR,8603,8603,ST51235,4/14/2026 14:44:47,4/14/2026 14:44:47,,WSZ2,63.939780766079878
50,RRRDCD50,SACKVILLE,DR,SACKVILLE DR,HRM,OLD BEAVER BANK RD,SACKVILLE DR,FOTD,OPEN,ARTERIAL,HRM,,,,FA,700501200,1689R,688,690,0,0,100000667,LOWER SACKVILLE,LOWER SACKVILLE,EL,NAR,8603,8603,ST51233,4/14/2026 14:44:47,4/14/2026 14:44:47,,WSZ2,37.750129363645826
51,RRRDLJ60,BUCKINGHAM,DR,BUCKINGHAM DR,HRM,KINGSWAY DR,ALLENBY DR,BOTH,OPEN,MINOR COLLECTOR,HRM,4/1/2006 0:00:00,,,DM,600000889,1701,156,174,157,175,0,STILLWATER LAKE,STILLWATER LAKE,EL,OR,7181,7181,ST3957,6/22/2001 0:00:00,10/4/2024 15:04:01,,WSZ3,156.374570538938173
52,RRRDLJ60,GREENHILL,RD,GREENHILL RD,HRM,LUCKY LANE,CHESWICK LANE,BOTH,OPEN,LOCAL STREET,HRM,5/14/2010 0:00:00,,,DM,600000908,1735,20,36,27,37,0,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,7661,7661,ST6706,6/29/2001 0:00:00,4/25/2018 0:00:00,,WSZ3,85.254397194192663
53,RRRDLJ80,RISING SUN,TRL,RISING SUN TRL,HRM,SOARING WAY,END,BOTH,OPEN,LOCAL STREET,HRM,4/1/2006 0:00:00,,,DM,600000904,1742,6,44,7,45,0,HAMMONDS PLAINS,HAMMONDS PLAINS,EL,OR,8536,8536,ST9492,6/29/2001 0:00:00,12/20/2017 0:00:00,,WSZ3,400.992400745228394
54,RRRDLG60,SPRINGFIELD,AVE,SPRINGFIELD AVE,HRM,SACKVILLE DR,SPRINGFIELD AVE,BOTH,OPEN,LOCAL STREET,HRM,,,,CA,100002009,1744,2,68,1,69,0,MIDDLE SACKVILLE,MIDDLE SACKVILLE,EL,OR,8760,8760,ST5029,7/5/2001 0:00:00,10/17/2011 0:00:00,,WSZ2,328.794871230006549
55,RRRDLJ60,WINSLOE,DR,WINSLOE DR,HRM,ALDER CRES,,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,100002129,1794,2,16,1,17,0,LOWER SACKVILLE,LOWER SACKVILLE,EL,OR,5597,5597,ST2107,7/13/2001 0:00:00,10/17/2011 0:00:00,,WSZ2,82.555949114329493
56,RRRDCD60,BEAVER BANK,RD,BEAVER BANK RD,HRM,LANDOR RD,OSCINES GRV,BOTH,OPEN,ARTERIAL,HRM,,,,CA,100000606,1804,298,324,299,325,700013352,BEAVER BANK,BEAVER BANK,EL,OR,7064,7064,ST51202,7/18/2001 0:00:00,4/7/2026 17:58:13,,WSZ2,225.878793158764068
57,RRRDCD60,BEAVER BANK,RD,BEAVER BANK RD,HRM,OSCINES GRV,WELKIN DR,BOTH,OPEN,ARTERIAL,HRM,,,,CA,700501176,1804,326,354,327,355,100000606,BEAVER BANK,BEAVER BANK,EL,OR,7064,7064,ST51203,4/7/2026 17:58:13,4/7/2026 18:00:58,,WSZ2,213.695622887725307
58,RRRDCD60,BEAVER BANK,RD,BEAVER BANK RD,HRM,SIDHU DR,MAMBA LANE,BOTH,OPEN,ARTERIAL,HRM,,,,DM,700006795,1804,500,530,501,529,100000054,BEAVER BANK,BEAVER BANK,EL,OR,7064,7064,ST1710,12/11/2001 0:00:00,5/12/2025 17:53:09,,WSZ2,105.908214458500126
59,RRRDLG60,WINDGATE,DR,WINDGATE DR,HRM,STABLES RUN,CUMBERLAND WAY,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,100001323,1820,160,254,161,255,0,WINDSOR JUNCTION,WINDSOR JUNCTION,EL,OR,10117,10117,ST9167,12/21/2001 0:00:00,5/9/2019 0:00:00,,WSZ2,503.017696244097465
60,RRRDLJ60,FIRST LAKE,DR,FIRST LAKE DR,HRM,FIRST LAKE DR,FIRST LAKE DR,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,CA,100000656,1827,70,114,71,115,0,LOWER SACKVILLE,LOWER SACKVILLE,EL,OR,7549,7549,ST11001,7/19/2001 0:00:00,10/17/2011 0:00:00,,WSZ2,293.498198334519259
61,RRRD,WESTWOOD,BLVD,WESTWOOD BLVD,HRM,,HEMLOCK DR,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,600001307,1841,23,99,24,98,0,UPPER TANTALLON,UPPER TANTALLON,OL,ER,5559,5559,ST5630,6/21/2001 0:00:00,,,WSZ3,724.083866075805531
62,RRRD,WESTWOOD,BLVD,WESTWOOD BLVD,HRM,WESTWOOD BLVD,WESTWOOD BLVD,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,700005624,1841,7,13,6,14,0,UPPER TANTALLON,UPPER TANTALLON,OL,ER,5559,5559,ST4776,6/21/2001 0:00:00,,,WSZ3,99.666380516342102
63,RRRDLJ80,FORT SACKVILLE,RD,FORT SACKVILLE RD,HRM,ELSIE TOLSON WAY,JOHN GORHAM LANE,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,100001630,1864,25,27,28,30,0,BEDFORD,BEDFORD,OL,ER,5075,5075,ST7254,10/19/2001 0:00:00,5/12/2025 17:53:09,,WSZ3,39.105409969456019
64,RRRD,LEWIS,DR,LEWIS DR,HRM,LEWIS DR,STEPHS ST,BOTH,OPEN,LOCAL STREET,HRM,10/21/2025 0:00:00,,,SD,700014123,2426,186,210,187,209,,BEDFORD,BEDFORD,EL,OR,5104,5104,ST51342,4/4/2025 12:59:04,5/20/2025 15:18:21,,WSZ3,110.571705672392085
65,RRRD,BLUEWATER,RD,BLUEWATER RD,HRM,LARRY UTECK BLVD,ROSNO LANE,BOTH,OPEN,LOCAL STREET,HRM,9/22/2014 0:00:00,,  UIMSR,DM,700014100,2432,362,390,361,389,100001565,BEDFORD,BEDFORD,EL,OR,5025,5025,ST51319,4/3/2025 17:33:21,4/29/2025 14:55:39,,WSZ3,102.574164279778856
66,RRRD03,QUINN,CRT,QUINN CRT,HRM,RIDGEVALE DR,QUINN CRT,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,100001171,1870,2,28,1,29,0,BEDFORD,BEDFORD,EL,OR,5146,5146,ST5332,10/22/2001 0:00:00,9/6/2024 18:16:12,,WSZ3,139.594651542237415
67,RRRD03,ADLINGTON,CRT,ADLINGTON CRT,HRM,RIDGEVALE DR,ADLINGTON CRT,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,100001166,1873,1,55,2,54,0,BEDFORD,BEDFORD,OL,ER,5002,5002,ST7899,10/22/2001 0:00:00,,,WSZ3,242.091585041721629
68,RRRDLJ60,SUMMERVILLE,DR,SUMMERVILLE DR,HRM,ZINCK AVE,END,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,100002143,2519,2,40,1,39,0,LOWER SACKVILLE,LOWER SACKVILLE,EL,OR,8811,8811,ST3702,8/1/2001 0:00:00,10/17/2011 0:00:00,,WSZ2,176.400120240769809
69,RRRDLJ60,OAKMOUNT,DR,OAKMOUNT DR,HRM,ROSEWOOD CRT,WESLYNN GATE,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,100001831,1892,88,124,87,125,0,BEDFORD,BEDFORD,EL,OR,5131,5131,ST12079,10/25/2001 0:00:00,10/4/2024 15:04:01,,WSZ3,181.865646146713033
70,RRRD,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,ST MARGARETS BAY RD,HIGGINS AVE,FOTD,OPEN,ARTERIAL,HRM,,,,FA,700014210,18B6,0,0,0,0,,BEECHVILLE,BEECHVILLE,NAR,NAR,10426,10426,ST51429,6/11/2025 16:16:25,7/14/2025 17:33:17,,WSZ4,57.944336181254158
71,RRRD,ST MARGARETS BAY,RD,ST MARGARETS BAY RD,HRM,ST MARGARETS BAY RD,HIGGINS AVE,FOTD,OPEN,ARTERIAL,HRM,,,,FA,700014205,18B7,0,0,0,0,,BEECHVILLE,BEECHVILLE,NAR,NAR,10426,10426,ST51424,6/11/2025 16:13:09,7/14/2025 17:33:17,,WSZ4,104.388776085495337
72,RRRD,DARTMOUTH,RD,DARTMOUTH RD,HRM,RIDGEVALE DR,MELLOWGLEN CRT,BOTH,OPEN,ARTERIAL,HRM,,,,SD,100001163,1909,68,84,67,85,0,BEDFORD,BEDFORD,EL,OR,5054,5054,ST7835,10/26/2001 0:00:00,12/5/2014 0:00:00,,WSZ3,159.661635334581121
73,RRRDLJ60,HAMMONDS PLAINS,RD,HAMMONDS PLAINS RD,HRM,UNDER REVIEW,LEWIS DR,BOTH,OPEN,ARTERIAL,HRM,,,,CA,100001557,1915,668,718,669,719,0,BEDFORD,BEDFORD,EL,OR,5089,5089,ST10994,11/2/2001 0:00:00,11/4/2019 0:00:00,,WSZ3,385.408309668269339
