"OBJECTID","STR_CODE","STR_NAME","STR_TYPE","GSA_NAME","FULL_NAME","STR_STATUS","OWN","DATE_ACCEPT","PST_CLASS","SOURCE","FDMID","FROM_STREET","TO_STREET","SHAPE_LENGTH","SHORT_DESC","LONG_DESC","SURF_MAT","SDI","PAVE_WIDTH","RATE_DATE","NUM_CURB","WIDTH2","BASEVAL","SURFVAL","OLD_FDMID","DATE_RET","DATE_REV","DATE_ACT","SYS_DATE"
"1043","99999","SUSIE LAKE","CRES","HALIFAX","SUSIE LAKE CRES","OPEN","HRM","2020-07-15","MAJOR COLLECTOR","CS","700011795","","","197.78042377","SUSIE LAKE CRES (END TO JULIUS BLVD)","SUSIE LAKE CRES (BEECHVILLE)","","","","","","","","","700011063.00000000","","2025-03-05","2022-06-27","2024-02-01"
"1044","0","CHAIN LAKE","DR","HALIFAX","CHAIN LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","DM","700005426","","","48.75569638","CHAIN LAKE DR (CHAIN LAKE DR TO ASH LAKE CRT)","CHAIN LAKE DR (BEECHVILLE)","ASPHALT","9.51100000","7.60000000","2013-04-17","1","9.10000000","0.00000000","0.00000000","","","2025-03-05","2007-10-03","2024-02-02"
"1045","0","HORSESHOE LAKE","DR","HALIFAX","HORSESHOE LAKE DR","OPEN","HRM","2007-12-18","ARTERIAL","CR","700006265","","","10.98337772","HORSESHOE LAKE DR (HORSESHOE LAKE DR TO HORSESHOE LAKE DR)","HORSESHOE LAKE DR (BEECHVILLE)","ASPHALT","9.20100000","4.60000000","2015-09-25","1","0.00000000","0.00000000","0.00000000","","","2025-03-05","2008-05-12","2024-02-01"
"1046","0","RAGGED LAKE","BLVD","HALIFAX","RAGGED LAKE BLVD","OPEN","HRM","2014-02-10","MINOR COLLECTOR","FA","700007504","","","33.71313148","RAGGED LAKE BLVD (END TO RAGGED LAKE BLVD)","RAGGED LAKE BLVD (BEECHVILLE)","ASPHALT","8.28100000","7.70000000","2014-07-18","1","9.20000000","0.00000000","0.00000000","300002396.00000000","","2025-03-05","2001-12-17","2024-02-01"
"1047","0","GREAT BEECH","HILL","LOWER SACKVILLE","GREAT BEECH HILL","OPEN","HRM","","LOCAL STREET","DM","700006802","","","193.85421700","GREAT BEECH HILL (COBEQUID RD TO COBEQUID RD)","GREAT BEECH HILL (LOWER SACKVILLE)","","0.00000000","0.00000000","","0","0.00000000","0.00000000","0.00000000","","2017-03-31","2025-03-05","",""
"1048","0","BRIGHT","PL","HALIFAX","BRIGHT PL","OPEN","HRM","","LOCAL STREET","CA","300000371","","","47.65395192","BRIGHT PL (LADY HAMMOND RD TO END)","BRIGHT PL (HALIFAX)","BST","2.06400000","9.00000000","2014-10-01","0","0.00000000","0.00000000","0.00000000","0.00000000","2018-08-07","2025-03-05","",""
"1049","0","STARBOARD","DR","HALIFAX","STARBOARD DR","OPEN","HRM","","MINOR COLLECTOR","CS","700009670","","","12.58709368","STARBOARD DR (STARBOARD DR TO FRIESIAN CRT)","STARBOARD DR (HALIFAX)","","0.00000000","0.00000000","","0","0.00000000","0.00000000","0.00000000","","2016-03-09","2025-03-05","",""
"1050","0","TRANSOM","DR","HALIFAX","TRANSOM DR","OPEN","HRM","","LOCAL STREET","SD","700010321","","","76.45752971","TRANSOM DR (END TO STARBOARD DR)","TRANSOM DR (HALIFAX)","","0.00000000","0.00000000","","0","0.00000000","0.00000000","0.00000000","","2016-09-19","2025-03-05","",""
"1051","0","KEARNEY LAKE","RD","HALIFAX","KEARNEY LAKE RD","OPEN","HRM","","MAJOR COLLECTOR","DM","300000017","","","347.36598880","KEARNEY LAKE RD (RAMP KEA-2 RAMP TO HAMSHAW DR)","KEARNEY LAKE RD (HALIFAX)","ASPHALT","5.63400000","8.00000000","2011-08-18","1","9.50000000","0.00000000","0.00000000","0.00000000","2013-04-12","2025-03-05","",""
"1052","0","WINDMILL","RD","DARTMOUTH","WINDMILL RD","OPEN","HRM","","ARTERIAL","CS","200002957","","","696.73705599","WINDMILL RD (AKERLEY BLVD TO WINDMILL RD)","WINDMILL RD (DARTMOUTH)","ASPHALT","7.58900000","20.00000000","2013-12-05","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-15","2024-03-25"
"1053","0","BRISTOLTON","AVE","BEDFORD","BRISTOLTON AVE","OPEN","HRM","2019-09-24","","SD","700011167","","","208.73510879","BRISTOLTON AVE (BROOKLINE DR TO BROWNSTONE WAY)","BRISTOLTON AVE (BEDFORD)","","","","","","","","","","","2025-03-05","2019-06-18","2020-01-23"
"1054","0","HELEN CREIGHTON","CRT","BEDFORD","HELEN CREIGHTON CRT","OPEN","HRM","2019-09-24","","SD","700011174","","","193.98982455","HELEN CREIGHTON CRT (BROOKLINE DR TO END)","HELEN CREIGHTON CRT (BEDFORD)","","","","","","","","","","","2025-03-05","2019-06-21","2020-01-23"
"1055","0","HORSESHOE LAKE","DR","HALIFAX","HORSESHOE LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","DM","700005362","","","122.77440984","HORSESHOE LAKE DR (HORSESHOE LAKE DR TO CHAIN LAKE DR)","HORSESHOE LAKE DR (BEECHVILLE)","ASPHALT","8.45700000","10.00000000","2015-09-25","1","11.50000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-04","2024-02-01"
"1056","0","ST MARGARETS BAY","RD","LAKESIDE","ST MARGARETS BAY RD","OPEN","HRM","","ARTERIAL","CR","700001607","","","361.67984961","ST MARGARETS BAY RD (RAINES MILL RD TO NICHOLSON DR)","ST MARGARETS BAY RD (LAKESIDE)","ASPHALT","4.62400000","7.30000000","2016-11-29","1","8.80000000","0.00000000","0.00000000","300002866.00000000","","2025-03-05","2001-12-12","2024-01-31"
"1057","0","ST MARGARETS BAY","RD","TIMBERLEA","ST MARGARETS BAY RD","OPEN","HRM","","ARTERIAL","SD","300002859","","","1062.06344279","ST MARGARETS BAY RD (CRANBERRY LANE TO MOCKINGBIRD LANE)","ST MARGARETS BAY RD (TIMBERLEA)","ASPHALT","4.82000000","7.30000000","2010-11-22","0","10.30000000","0.00000000","0.00000000","0.00000000","2012-02-10","2025-03-05","",""
"1058","99999","PROCTOR","ST","HALIFAX","PROCTOR ST","OPEN","HRM","2022-04-14","LOCAL STREET","DM","700011995","","","70.08466301","DR ALFRED WADDELL ST (END TO BRUNSWICK ST)","DR ALFRED WADDELL ST (HALIFAX)","","","","","","","","","","","2025-03-05","2022-11-04","2024-01-02"
"1059","0","RAGGED LAKE","BLVD","HALIFAX","RAGGED LAKE BLVD","OPEN","HRM","2014-02-10","MINOR COLLECTOR","DM","700005783","","","11.28990452","RAGGED LAKE BLVD (RAGGED LAKE BLVD TO RAGGED LAKE BLVD)","RAGGED LAKE BLVD (BEECHVILLE)","ASPHALT","5.55700000","8.00000000","2015-08-04","1","9.50000000","0.00000000","0.00000000","","","2025-03-05","2007-10-23","2024-02-01"
"1060","0","HORSESHOE LAKE","DR","HALIFAX","HORSESHOE LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","DM","700007013","","","13.52775230","HORSESHOE LAKE DR (HORSESHOE LAKE DR TO HORSESHOE LAKE DR)","HORSESHOE LAKE DR (BEECHVILLE)","ASPHALT","8.81300000","10.00000000","2015-09-25","1","11.50000000","0.00000000","0.00000000","","","2025-03-05","2009-05-04","2024-02-01"
"1061","0","BROAD","ST","BEDFORD","BROAD ST","OPEN","HRM","2015-09-15","MAJOR COLLECTOR","SD","700009656","","","389.84956401","BROAD ST (BROAD ST to FARRINGDON WAY)","BROAD ST (BEDFORD)","ASPHALT","10.00000000","12.05000000","2015-09-01","0","15.05000000","240561.52255279","272471.35258430","","2023-12-15","2025-03-05","2014-04-03","2024-01-04"
"1062","0","CHAIN LAKE","DR","HALIFAX","CHAIN LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","DM","700005378","","","10.87894315","CHAIN LAKE DR (CHAIN LAKE DR TOCHAIN LAKE DR)","CHAIN LAKE DR (HALIFAX)","ASPHALT","9.84400000","10.00000000","2016-01-14","1","11.50000000","0.00000000","0.00000000","","2022-06-27","2025-03-05","",""
"1063","0","RAGGED LAKE","BLVD","HALIFAX","RAGGED LAKE BLVD","OPEN","HRM","2014-02-10","MINOR COLLECTOR","DM","700005779","","","93.70537596","RAGGED LAKE BLVD (LONG LAKE DR TO RAGGED LAKE BLVD)","RAGGED LAKE BLVD (BEECHVILLE)","ASPHALT","5.55700000","8.00000000","2015-08-04","1","9.50000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-17","2024-02-01"
"1064","0","DIVAS","LANE","HALIFAX","DIVAS LANE","OPEN","HRM","","LOCAL STREET","CR","700001905","","","43.14985966","DIVAS LANE (ADAMS AVE to HERON WALK)","DIVAS LANE (HALIFAX)","ASPHALT","8.36900000","9.00000000","2013-05-02","2","0.00000000","0.00000000","0.00000000","300002967.00000000","2024-02-22","2025-03-05","2002-01-01","2024-02-23"
"1065","0","MAPLE GROVE","AVE","TIMBERLEA","MAPLE GROVE AVE","OPEN","HRM","2012-02-06","","SD","700011287","","","70.65743374","MAPLE GROVE AVE (CHAUCER LANE TO AMALFI WAY)","MAPLE GROVE AVE (TIMBERLEA)","","","","","","","","","700007990.00000000","","2025-03-05","2020-04-07","2022-11-10"
"1066","99999","BARRINGTON","ST","HALIFAX","BARRINGTON ST","OPEN","HRM","","ARTERIAL","DM","700012015","","","282.41799941","BARRINGTON ST (UPPER WATER ST to NORA BERNARD ST)","BARRINGTON ST (HALIFAX)","","","","","","","","","","2024-10-25","2025-03-05","2022-12-16","2024-06-18"
"1067","0","ST MARGARETS BAY","RD","BEECHVILLE","ST MARGARETS BAY RD","OPEN","HRM","","ARTERIAL","CA","300003391","","","603.45939856","ST MARGARETS BAY RD (BEECH TREE RUN TO BEECHVILLE PARK DR)","ST MARGARETS BAY RD (BEECHVILLE)","ASPHALT","6.48900000","9.00000000","2016-11-29","0","12.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-12","2024-02-01"
"1068","0","HILCHIE","RD","DARTMOUTH","HILCHIE RD","OPEN","HRM","","LOCAL STREET","DM","200000277","","","85.73196804","HILCHIE RD (PARKSTONE RD TO END)","HILCHIE RD (DARTMOUTH)","ASPHALT","0.89600000","5.00000000","2015-11-09","0","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-19","2024-04-05"
"1069","0","GOTTINGEN","ST","HALIFAX","GOTTINGEN ST","OPEN","HRM","","ARTERIAL","CA","300001056","","","157.76258610","GOTTINGEN ST (NORA BERNARD ST TO CUNARD ST)","GOTTINGEN ST (HALIFAX)","ASPHALT","7.87700000","10.00000000","2012-11-29","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2002-01-01","2023-11-23"
"1070","99999","HIGGINS","AVE","BEECHVILLE","HIGGINS AVE","OPEN","HRM","2022-09-09","","SD","700011710","","","118.30322254","HIGGINS AVE (ST MARGARETS BAY RD TO GROSSE ST)","HIGGINS AVE (BEECHVILLE)","","","","","","","","","","","2025-03-05","2022-03-01","2022-12-06"
"1071","99999","HIGGINS","AVE","BEECHVILLE","HIGGINS AVE","OPEN","HRM","2022-09-09","","SD","700011715","","","11.64206732","HIGGINS AVE (FLATROCK CRES to END)","HIGGINS AVE (BEECHVILLE)","","","","","","","","","","","2024-02-20","2022-03-01","2022-12-06"
"1072","99999","MIDNIGHT","RUN","MIDDLE SACKVILLE","MIDNIGHT RUN","OPEN","HRM","2017-07-26","","SD","700011756","","","261.54476579","MIDNIGHT RUN (BURDOCK LANE TO TWINFLOWER LANE)","MIDNIGHT RUN (MIDDLE SACKVILLE)","","","","","","","","","700010857.00000000","","2025-03-05","2022-04-27","2022-04-27"
"1073","9999","HILLSIDE","DR","BOUTILIERS POINT","HILLSIDE DR","OPEN","HRM","2022-06-01","LOCAL STREET","CA","700013770","","","98.66428366","HILLSIDE DR (MARINAVISTA LANE TO TREETOP DR)","HILLSIDE DR (BOUTILIERS POINT)","","","","","","","","","600001020.00000000","","2025-03-05","2024-11-15","2024-11-15"
"1074","99999","MAGENTA","DR","MIDDLE SACKVILLE","MAGENTA DR","OPEN","HRM","2018-12-21","LOCAL STREET","SD","700011763","","","148.50094465","MAGENTA DR (BUCKINGTON LANE TO BIDISCOMBE LANE)","MAGENTA DR (MIDDLE SACKVILLE)","","","","","","","","","700011742.00000000","","2025-03-05","2022-04-27","2022-04-27"
"1075","99999","LARRY UTECK","BLVD","BEDFORD","LARRY UTECK BLVD","OPEN","HRM","","ARTERIAL","DM","700011809","","","64.47315230","LARRY UTECK BLVD (BROAD ST TO JAM LANE)","LARRY UTECK BLVD (BEDFORD)","","","","","","","","","","","2025-03-05","2022-06-29","2022-07-22"
"1076","99999","BROOKLINE","DR","BEDFORD","BROOKLINE DR","OPEN","HRM","2019-09-24","LOCAL STREET","DM","700011817","","","98.45040210","BROOKLINE DR (ELLA LANE TO BROOKLINE DR)","BROOKLINE DR (BEDFORD)","","","","","","","","","","","2025-03-05","2022-06-29","2023-08-23"
"1077","99999","UPPER WATER","ST","HALIFAX","UPPER WATER ST","OPEN","HRM","","LOCAL STREET","CR","700012035","","","99.33959369","BARRINGTON ST (SCOTIAN RD TO BARRINGTON ST)","BARRINGTON ST (HALIFAX)","","","","","","","","","0.00000000","","2025-03-05","2023-01-30","2024-06-18"
"1078","0","COGSWELL","ST","HALIFAX","COGSWELL ST","OPEN","HRM","","","DM","700011255","","","36.96722063","COGSWELL ST (COGSWELL ST TO BRUNSWICK ST)","COGSWELL ST (HALIFAX)","","","","","","","","","300001229.00000000","","2025-03-05","2020-02-24","2024-06-18"
"1079","0","RAGGED LAKE","BLVD","HALIFAX","RAGGED LAKE BLVD","OPEN","HRM","2014-02-10","MINOR COLLECTOR","DM","700005788","","","116.77405453","RAGGED LAKE BLVD (PROSPECT RD TO RAGGED LAKE BLVD)","RAGGED LAKE BLVD (BEECHVILLE)","ASPHALT","7.10300000","8.00000000","2015-08-04","1","9.50000000","0.00000000","0.00000000","","","2025-03-05","2007-10-23","2024-02-01"
"1080","0","CORTLAND","RG","HALIFAX","CORTLAND RG","OPEN","HRM","2020-05-12","","SD","700011294","","","129.92707687","CORTLAND RG (GOLDEN WAY TO END)","CORTLAND RG (HALIFAX)","","","","","","","","","","","2025-03-05","2020-05-15","2022-09-12"
"1081","0","WINDSOR","ST","HALIFAX","WINDSOR ST","OPEN","HRM","","MAJOR COLLECTOR","CA","300001352","","","33.44726269","WINDSOR ST (ALLAN ST TO WILLIAMS ST)","WINDSOR ST (HALIFAX)","ASPHALT","10.00000000","12.00000000","2016-01-26","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2021-07-23","2021-07-23"
"1082","0","OXFORD","ST","HALIFAX","OXFORD ST","OPEN","HRM","","MAJOR COLLECTOR","CR","300001486","","","240.26493372","OXFORD ST (OAK ST TO CHEBUCTO RD)","OXFORD ST (HALIFAX)","ASPHALT","8.39900000","12.00000000","2012-12-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2021-07-23","2021-07-23"
"1083","0","SUSIE LAKE","CRES","HALIFAX","SUSIE LAKE CRES","OPEN","HRM","","MAJOR COLLECTOR","CA","300002709","","","32.60379313","SUSIE LAKE CRES (HOBSONS LAKE DR to HORSESHOE LAKE DR)","SUSIE LAKE CRES (BEECHVILLE)","","0.00000000","0.00000000","","0","0.00000000","0.00000000","0.00000000","0.00000000","2019-01-14","2025-03-05","2001-12-04","2024-02-01"
"1084","0","WENTWORTH","DR","HALIFAX","WENTWORTH DR","OPEN","HRM","","LOCAL STREET","DM","700006972","","","42.93764975","WENTWORTH DR (  TO  )","WENTWORTH DR (HALIFAX)","ASPHALT","8.44700000","14.00000000","2012-09-12","2","0.00000000","0.00000000","0.00000000","7.00000000","2016-04-07","2025-03-05","",""
"1085","99999","ORCHID","CRT","MIDDLE SACKVILLE","ORCHID CRT","OPEN","HRM","2023-12-18","","SD","700012348","","","185.83696975","ORCHID CRT (ZAFFRE DR TO END)","ORCHID CRT (MIDDLE SACKVILLE)","","","","","","","","","","","2025-03-05","2023-09-13","2024-01-18"
"1086","0","HORSESHOE LAKE","DR","HALIFAX","HORSESHOE LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","DM","700007012","","","41.30398812","HORSESHOE LAKE DR (HORSESHOE LAKE DR TO HORSESHOE LAKE DR)","HORSESHOE LAKE DR (BEECHVILLE)","ASPHALT","8.81300000","10.00000000","2015-09-25","1","11.50000000","0.00000000","0.00000000","","","2025-03-05","2007-10-03","2024-02-01"
"1087","0","GORDON","ST","BEDFORD","GORDON ST","OPEN","HRM","","LOCAL STREET","DM","100001181","","","193.26342733","GORDON ST (CEDAR ST TO CENTRAL ST)","GORDON ST (BEDFORD)","ASPHALT","9.02300000","9.10000000","2010-09-02","2","0.00000000","0.00000000","0.00000000","0.00000000","2012-10-15","2025-03-05","",""
"1088","0","BROOKLINE","DR","BEDFORD","BROOKLINE DR","OPEN","HRM","2019-09-24","","SD","700011166","","","104.38509113","BROOKLINE DR (BRISTOLTON AVE to HELEN CREIGHTON CRT)","BROOKLINE DR (BEDFORD)","","","","","","","","","","2019-09-24","2025-03-05","2019-06-18","2023-08-23"
"1089","0","CHAIN LAKE","DR","HALIFAX","CHAIN LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","DM","700005431","","","11.58123042","CHAIN LAKE DR (CHAIN LAKE DR TO CHAIN LAKE DR)","CHAIN LAKE DR (BEECHVILLE)","ASPHALT","7.83400000","10.00000000","2013-11-21","1","11.50000000","0.00000000","0.00000000","","","2025-03-05","2007-10-03","2024-02-02"
"1090","0","TIMBERLEA VILLAGE","PKY","TIMBERLEA","TIMBERLEA VILLAGE PKY","OPEN","HRM","","ARTERIAL","CS","300003663","","","90.03150266","TIMBERLEA VILLAGE PKY (MARKETWAY LANE to TIMBERLEA VILLAGE PKY)","TIMBERLEA VILLAGE PKY (TIMBERLEA)","ASPHALT","9.11200000","8.00000000","2015-08-25","0","11.00000000","0.00000000","0.00000000","0.00000000","2024-03-26","2025-03-05","2001-12-13","2024-03-26"
"1091","0","BEECH","ST","HALIFAX","BEECH ST","OPEN","HRM","","LOCAL STREET","CA","300001934","","","222.66282031","BEECH ST (JUBILEE RD TO NORWOOD ST)","BEECH ST (HALIFAX)","ASPHALT","8.23400000","9.00000000","2015-09-21","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2021-07-23","2021-07-23"
"1092","0","HORSESHOE LAKE","DR","HALIFAX","HORSESHOE LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","DM","700005439","","","105.54060028","HORSESHOE LAKE DR (HORSESHOE LAKE DR TO HORSESHOE LAKE DR)","HORSESHOE LAKE DR (BEECHVILLE)","ASPHALT","8.81300000","10.00000000","2015-09-25","1","11.50000000","0.00000000","0.00000000","","","2025-03-05","2007-10-03","2024-02-01"
"1093","0","NORTH PARK","ST","HALIFAX","NORTH PARK ST","OPEN","HRM","","ARTERIAL","DM","700004793","","","162.92962834","NORTH PARK ST (NORA BERNARD ST TO COGSWELL ST)","NORTH PARK ST (HALIFAX)","ASPHALT","9.84400000","11.00000000","2011-12-19","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2002-01-01","2023-11-23"
"1094","0","HORSESHOE LAKE","DR","HALIFAX","HORSESHOE LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","CR","700005433","","","12.79923003","HORSESHOE LAKE DR (HORSESHOE LAKE DR TO HORSESHOE LAKE DR)","HORSESHOE LAKE DR (BEECHVILLE)","ASPHALT","8.81300000","10.00000000","2015-09-25","1","11.50000000","0.00000000","0.00000000","","","2025-03-05","2007-10-03","2024-02-01"
"1095","0","HIGHWAY 2","","FALL RIVER","HIGHWAY 2","OPEN","HRM","","ARTERIAL","DM","100000909","","","132.09857638","HIGHWAY 2 (RAYS LANE to HIGHWAY 2)","HIGHWAY 2 (FALL RIVER)","ASPHALT","9.84400000","13.00000000","2016-01-14","2","0.00000000","0.00000000","0.00000000","0.00000000","2024-06-07","2025-03-05","2001-12-13","2024-06-07"
"1096","0","CHAIN LAKE","DR","HALIFAX","CHAIN LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","DM","700005423","","","36.79483413","CHAIN LAKE DR (CHAIN LAKE DR to CHAIN LAKE DR)","CHAIN LAKE DR (HALIFAX)","ASPHALT","9.51100000","7.60000000","2013-04-17","1","9.10000000","0.00000000","0.00000000","","2024-01-31","2025-03-05","2007-10-03","2024-01-31"
"1097","0","TIMBERLEA VILLAGE","PKY","TIMBERLEA","TIMBERLEA VILLAGE PKY","OPEN","HRM","","ARTERIAL","CS","700002656","","","82.32651094","TIMBERLEA VILLAGE PKY (TIMBERLEA VILLAGE PKY TO TIMBERLEA VILLAGE PKY)","TIMBERLEA VILLAGE PKY (TIMBERLEA)","ASPHALT","9.11200000","8.00000000","2015-08-25","0","11.00000000","0.00000000","0.00000000","300003663.00000000","","2025-03-05","2001-12-13","2024-03-26"
"1098","0","ROBIE","ST","HALIFAX","ROBIE ST","OPEN","HRM","","ARTERIAL","DM","300001306","","","79.22789388","ROBIE ST (COMPTON AVE TO WILLIAMS ST)","ROBIE ST (HALIFAX)","ASPHALT","8.37800000","11.00000000","2012-11-28","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2021-07-23","2022-07-04"
"1099","0","COGSWELL","ST","HALIFAX","COGSWELL ST","OPEN","HRM","","ARTERIAL","DM","300001443","","","479.87806409","COGSWELL ST (ROBIE ST TO NORTH PARK ST)","COGSWELL ST (HALIFAX)","ASPHALT","6.18200000","10.00000000","2014-08-07","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2021-07-23","2021-07-23"
"1100","99999","BROOKLINE","DR","BEDFORD","BROOKLINE DR","OPEN","HRM","2022-06-15","","SD","700011631","","","298.17585415","BROOKLINE DR (BREAKTRAIL DR to PUNCHEON WAY)","BROOKLINE DR (BEDFORD)","","","","","","","","","","2022-05-30","2025-03-05","2021-09-22","2023-08-23"
"1101","99999","BROAD","ST","BEDFORD","BROAD ST","OPEN","HRM","2016-10-19","MAJOR COLLECTOR"," ","700011678","","","111.24475676","BROAD ST (JAM LANE to BROAD ST)","BROAD ST (BEDFORD)","","","","","","","","","700010515.00000000","2022-06-29","2025-03-05","2021-12-21","2023-08-23"
"1102","0","KEMPT","RD","HALIFAX","KEMPT RD","OPEN","HRM","","","DM","700004949","","","58.09584562","KEMPT RD (KEMPT RD TO LADY HAMMOND RD)","KEMPT RD (HALIFAX)","ASPHALT","10.00000000","10.00000000","2016-01-26","2","0.00000000","0.00000000","0.00000000","","","2025-03-05","2007-09-24","2020-11-09"
"1103","0","WATERFRONT","DR","BEDFORD","WATERFRONT DR","OPEN","HRM","","LOCAL STREET","DM","100001625","","","254.87708660","WATERFRONT DR (ARTHUR LISMER CRT TO A Y JACKSON CRT)","WATERFRONT DR (BEDFORD)","ASPHALT","7.79589677","8.20000000","2012-06-13","0","11.20000000","0.00000000","0.00000000","0.00000000","2013-08-14","2025-03-05","",""
"1104","0","OLD GERMAN","RD","LAKE MAJOR","OLD GERMAN RD","OPEN","HRM","","LOCAL STREET","DM","200003193","","","768.55718324","OLD GERMAN RD (LAKE MAJOR RD TO END)","OLD GERMAN RD (LAKE MAJOR)","BST","7.80000000","10.00000000","2012-03-08","0","0.00000000","0.00000000","0.00000000","0.00000000","2013-06-11","2025-03-05","",""
"1105","0","CAPSTONE","CRES","BEDFORD","CAPSTONE CRES","A","HRM","","LOCAL STREET","DM","700007002","","","","CAPSTONE CRES (  TO  )","CAPSTONE CRES (BEDFORD)","ASPHALT","9.84400000","8.30000000","2010-03-23","0","11.30000000","35001.90264380","29878.44786790","0.00000000","2010-11-26","","",""
"1106","0","SHIRLEY ELLIOT","CRT","BEDFORD","SHIRLEY ELLIOT CRT","OPEN","HRM","2019-09-24","","SD","700011173","","","48.63279601","SHIRLEY ELLIOT CRT (ELIZABETH DOANE DR TO SHIRELY ELLIOT CRT)","SHIRLEY ELLIOT CRT (BEDFORD)","","","","","","","","","","2020-01-23","2025-03-05","",""
"1107","0","BROOKLINE","DR","BEDFORD","BROOKLINE DR","OPEN","HRM","2019-09-24","","SD","700011169","","","47.98260724","BROOKLINE DR (HELEN CREIGHTON CRT TO BROOKLINE DR)","BROOKLINE DR (BEDFORD)","","","","","","","","","","2020-01-23","2025-03-05","",""
"1108","0","GALLERY","CRES","SACKVILLE","GALLERY CRES","A","HRM","","LOCAL STREET","DM","700007306","","","","GALLERY CRES (  TO  )","GALLERY CRES (SACKVILLE)","ASPHALT","9.51100000","8.60000000","2010-12-14","0","11.60000000","0.00000000","0.00000000","0.00000000","2011-07-07","","",""
"1109","0","RAMP COGS-BU","RAMP","HALIFAX","RAMP COGS-BU RAMP","OPEN","HRM","","ARTERIAL","DM","300001107","","","145.51273593","RAMP COGS-BU RAMP (RAMP COGS-4A RAMP to UPPER WATER ST)","RAMP COGS-BU RAMP (HALIFAX)","ASPHALT","5.68900000","13.00000000","2015-09-29","2","0.00000000","0.00000000","0.00000000","0.00000000","2024-06-18","2025-03-05","",""
"1110","0","LAKELANDS","BLVD","HALIFAX","LAKELANDS BLVD","OPEN","HRM","","MAJOR COLLECTOR","DM","700005359","","","92.24274737","LAKELANDS BLVD (LAKELANDS BLVD TO CHAIN LAKE DR)","LAKELANDS BLVD (BEECHVILLE)","ASPHALT","8.36900000","10.00000000","2014-07-18","1","11.50000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-04","2024-02-01"
"1111","0","DIVAS","LANE","HALIFAX","DIVAS LANE","OPEN","HRM","","LOCAL STREET","CR","300002959","","","29.14704985","DIVAS LANE (ADAMS AVE to END)","DIVAS LANE (HALIFAX)","ASPHALT","8.36900000","9.00000000","2013-05-02","2","0.00000000","0.00000000","0.00000000","0.00000000","2024-02-22","2025-03-05","2002-01-01","2024-02-23"
"1112","0","BELL","RD","HALIFAX","BELL RD","OPEN","HRM","","ARTERIAL","DM","700004801","","","302.55989255","BELL RD (BELL RD TO ROBIE ST)","BELL RD (HALIFAX)","ASPHALT","9.84400000","12.00000000","2014-01-17","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2021-07-23","2021-07-23"
"1113","0","RAGGED LAKE","BLVD","HALIFAX","RAGGED LAKE BLVD","OPEN","HRM","2014-02-10","MINOR COLLECTOR","DM","700005786","","","89.36745244","RAGGED LAKE BLVD (RAGGED LAKE BLVD TO RAGGED LAKE BLVD)","RAGGED LAKE BLVD (BEECHVILLE)","ASPHALT","7.10300000","8.00000000","2015-08-04","1","9.50000000","0.00000000","0.00000000","","","2025-03-05","2007-10-23","2024-02-01"
"1114","0","MAIN","ST","BEDFORD","MAIN ST","OPEN","HRM","","LOCAL STREET","SD","700009640","","","103.65625628","MAIN ST (MAIN ST TO NORTH ST)","MAIN ST (BEDFORD)","GRAVEL","0.00000000","5.00000000","1899-12-30","0","0.00000000","0.00000000","0.00000000","100002268.00000000","","2025-03-05","2013-12-06","2024-05-07"
"1115","0","CONNAUGHT","AVE","HALIFAX","CONNAUGHT AVE","OPEN","HRM","","ARTERIAL","DM","700004983","","","123.09927670","CONNAUGHT AVE (OAK ST TO CONNAUGHT AVE)","CONNAUGHT AVE (HALIFAX)","ASPHALT","8.74600000","9.00000000","2014-08-13","2","0.00000000","0.00000000","0.00000000","","","2025-03-05","2021-07-23","2021-07-23"
