"OBJECTID","STR_CODE","STR_NAME","STR_TYPE","GSA_NAME","FULL_NAME","STR_STATUS","OWN","DATE_ACCEPT","PST_CLASS","SOURCE","FDMID","FROM_STREET","TO_STREET","SHAPE_LENGTH","SHORT_DESC","LONG_DESC","SURF_MAT","SDI","PAVE_WIDTH","RATE_DATE","NUM_CURB","WIDTH2","BASEVAL","SURFVAL","OLD_FDMID","DATE_RET","DATE_REV","DATE_ACT","SYS_DATE"
"1116","0","SUMMER","ST","HALIFAX","SUMMER ST","OPEN","HRM","","LOCAL STREET","DM","700004802","","","233.55006516","SUMMER ST (VETERANS MEMORIAL LANE TO SUMMER ST)","SUMMER ST (HALIFAX)","ASPHALT","9.35600000","13.00000000","2015-09-17","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-29","2024-02-02"
"1117","0","HORSESHOE LAKE","DR","HALIFAX","HORSESHOE LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","DM","700005443","","","79.45432442","HORSESHOE LAKE DR (HORSESHOE LAKE DR TO HORSESHOE LAKE DR)","HORSESHOE LAKE DR (BEECHVILLE)","ASPHALT","8.81300000","10.00000000","2015-09-25","1","11.50000000","0.00000000","0.00000000","","","2025-03-05","2007-10-03","2024-02-01"
"1118","0","MAYNARD","ST","HALIFAX","MAYNARD ST","OPEN","HRM","","LOCAL STREET","CA","300001216","","","114.30285052","MAYNARD ST (FALKLAND ST TO NORA BERNARD ST)","MAYNARD ST (HALIFAX)","ASPHALT","6.95600000","9.00000000","2013-05-29","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2002-01-01","2023-11-23"
"1119","0","HORSESHOE LAKE","DR","HALIFAX","HORSESHOE LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","DM","700007015","","","37.86639924","HORSESHOE LAKE DR (CHAIN LAKE DR TO HORSESHOE LAKE DR)","HORSESHOE LAKE DR (BEECHVILLE)","ASPHALT","8.81300000","10.00000000","2015-09-25","1","11.50000000","0.00000000","0.00000000","","","2025-03-05","2008-05-12","2024-02-01"
"1120","0","LARRY UTECK","BLVD","BEDFORD","LARRY UTECK BLVD","OPEN","HRM","","ARTERIAL","CA","100001756","","","1054.08950282","LARRY UTECK BLVD (LARRY UTECK BLVD to LARRY UTECK BLVD)","LARRY UTECK BLVD (BEDFORD)","ASPHALT","6.46800000","9.00000000","2015-01-16","0","12.00000000","0.00000000","0.00000000","0.00000000","2016-04-15","2025-03-05","2001-06-15","2024-01-04"
"1121","9999","BEAVER BANK","RD","BEAVER BANK","BEAVER BANK RD","OPEN","HRM","","ARTERIAL","DM","700013997","","","50.08159900","BEAVER BANK RD (MAMBA LANE TO COLVILLE CRT)","BEAVER BANK RD (BEAVER BANK)","","","","","","","","","700006795.00000000","","2025-03-05","2025-02-03","2025-02-03"
"1122","0","CORNWALLIS","ST","HALIFAX","CORNWALLIS ST","OPEN","HRM","","MINOR COLLECTOR","CA","300001105","","","92.03262975","NORA BERNARD ST (GOTTINGEN ST TO CREIGHTON ST)","NORA BERNARD ST (HALIFAX)","ASPHALT","3.82500000","12.00000000","2014-08-11","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2002-01-01","2023-11-20"
"1123","0","PLEASANT","ST","DARTMOUTH","PLEASANT ST","OPEN","HRM","","ARTERIAL","DM","200002931","","","","PLEASANT ST (EVERETTE ST TO CARLETON ST)","PLEASANT ST (DARTMOUTH)","ASPHALT","7.65039267","16.00000000","2014-10-09","0","19.00000000","0.00000000","0.00000000","0.00000000","2018-12-01","2018-12-11","",""
"1124","0","KEARNEY LAKE","RD","BEDFORD","KEARNEY LAKE RD","OPEN","HRM","","","CR","700011250","","","61.11949739","KEARNEY LAKE RD (KEARNEY LAKE RD TO KEARNEY LAKE RD)","KEARNEY LAKE RD (BEDFORD)","","","","","","","","","100001755.00000000","","2025-03-05","2020-02-24","2020-02-24"
"1125","0","HARVARD","ST","HALIFAX","HARVARD ST","OPEN","HRM","","LOCAL STREET","CA","300001461","","","72.40470585","HARVARD ST (ALLAN ST TO LAWRENCE ST)","HARVARD ST (HALIFAX)","ASPHALT","9.84400000","8.40000000","2013-12-18","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2021-07-23","2021-07-23"
"1126","0","VOYAGEUR","WAY","HAMMONDS PLAINS","VOYAGEUR WAY","OPEN","HRM","","MINOR COLLECTOR","SD","700005910","","","290.94235215","VOYAGEUR WAY (  TO END)","VOYAGEUR WAY (HAMMONDS PLAINS)","ASPHALT","7.71200000","6.10000000","2009-08-17","0","9.10000000","0.00000000","0.00000000","100002580.00000000","2012-07-03","2025-03-05","",""
"1127","0","OAKLAND","RD","HALIFAX","OAKLAND RD","OPEN","HRM","","LOCAL STREET","DM","700001570","","","38.42206094","OAKLAND RD (ROCKCLIFFE ST TO END)","OAKLAND RD (HALIFAX)","BST","6.59800000","6.40000000","2010-04-13","2","0.00000000","0.00000000","0.00000000","300002267.00000000","2012-09-11","2025-03-05","",""
"1128","0","WASHMILL LAKE","DR","HALIFAX","WASHMILL LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","DM","700005909","","","1567.11017869","WASHMILL LAKE DR (WASHMILL LAKE DR TO BENTLY DR)","WASHMILL LAKE DR (HALIFAX)","ASPHALT","9.84400000","13.96666667","2012-01-12","0","16.96666667","1090184.50606472","1269522.44316377","300003040.00000000","2012-09-12","2025-03-05","",""
"1129","0","DUTCH VILLAGE","RD","HALIFAX","DUTCH VILLAGE RD","OPEN","HRM","","MAJOR COLLECTOR","CA","700009925","","","","DUTCH VILLAGE RD (SUPREME CRT TO ALMA CRES)","DUTCH VILLAGE RD (HALIFAX)","","0.00000000","0.00000000","","0","0.00000000","0.00000000","0.00000000","0.00000000","2015-06-30","","",""
"1130","0","SUMMERVILLE","DR","LOWER SACKVILLE","SUMMERVILLE DR","OPEN","HRM","","LOCAL STREET","FA","700007741","","","73.01089738","SUMMERVILLE DR (  TO END)","SUMMERVILLE DR (LOWER SACKVILLE)","ASPHALT","9.02300000","9.10000000","2012-07-20","2","0.00000000","0.00000000","0.00000000","100002143.00000000","2015-07-09","2025-03-05","",""
"1131","0","SIMMONDS","RD","NORTH PRESTON","SIMMONDS RD","OPEN","HRM","","LOCAL STREET","CR","700003159","","","2.74120041","SIMMONDS RD (ISABELLA DR TO ROBERT ANNIE LANE)","SIMMONDS RD (NORTH PRESTON)","ASPHALT","6.64600000","6.10000000","2014-10-06","0","9.10000000","0.00000000","0.00000000","200001590.00000000","2015-09-02","2025-03-05","",""
"1132","0","NORTH PARK","ST","HALIFAX","NORTH PARK ST","OPEN","HRM","","ARTERIAL","DM","700004792","","","","NORTH PARK ST (  TO COGSWELL ST)","NORTH PARK ST (HALIFAX)","ASPHALT","9.84400000","11.00000000","2011-12-19","2","0.00000000","0.00000000","0.00000000","0.00000000","2015-10-01","","",""
"1133","0","COWIE HILL","RD","HALIFAX","COWIE HILL RD","OPEN","HRM","","MINOR COLLECTOR","SD","700008582","","","112.94428684","COWIE HILL RD (END TO HADLEY CRES)","COWIE HILL RD (HALIFAX)","ASPHALT","9.84400000","8.30000000","2013-08-28","0","11.30000000","45951.70390535","52503.32343954","","2014-08-22","2025-03-05","",""
"1134","0","PAUL DAVID","CRT","DARTMOUTH","PAUL DAVID CRT","A","HRM","","LOCAL STREET","DM","700007244","","","","PAUL DAVID CRT (  TO  )","PAUL DAVID CRT (DARTMOUTH)","ASPHALT","4.86500000","9.00000000","2008-06-12","2","0.00000000","0.00000000","0.00000000","200002447.00000000","2011-03-14","","",""
"1135","0","HEDDAS","WAY","FALL RIVER","HEDDAS WAY","OPEN","HRM","2009-04-20","LOCAL STREET","SD","700007291","","","145.31455041","HEDDAS WAY ( TO END)","HEDDAS WAY (FALL RIVER)","ASPHALT","9.44500000","6.40000000","2015-06-24","0","9.40000000","50540.42125223","39990.58058831","","2019-03-04","2025-03-05","",""
"1136","0","MAGENTA","DR","MIDDLE SACKVILLE","MAGENTA DR","OPEN","HRM","2015-10-19","","SD","700010000","","","31.82789099","MAGENTA DR (MCCABE LAKE DR TO END)","MAGENTA DR (MIDDLE SACKVILLE)","ASPHALT","10.00000000","7.00000000","2015-09-01","0","10.00000000","0.00000000","0.00000000","","2019-01-02","2025-03-05","",""
"1137","0","NORTH PARK","ST","HALIFAX","NORTH PARK ST","OPEN","HRM","","","DM","700004799","","","","NORTH PARK ST (  TO COGSWELL ST)","NORTH PARK ST (HALIFAX)","ASPHALT","9.84400000","11.00000000","2011-12-19","2","0.00000000","0.00000000","0.00000000","","2015-10-01","","",""
"1138","0","PEBBLECREEK","CRES","DARTMOUTH","PEBBLECREEK CRES","A","HRM","","LOCAL STREET","SD","700006897","","","","PEBBLECREEK CRES (  TO  )","PEBBLECREEK CRES (DARTMOUTH)","ASPHALT","9.84400000","9.00000000","2009-02-06","0","12.00000000","130020.28744300","113328.49378500","0.00000000","2010-11-26","","",""
"1139","0","UNION","ST","BEDFORD","UNION ST","OPEN","HRM","","LOCAL STREET","DM","100001721","","","518.00066930","UNION ST (BEDFORD HWY TO NOTTINGHAM ST)","UNION ST (BEDFORD)","ASPHALT","8.54540059","7.00000000","2011-01-07","0","10.00000000","0.00000000","0.00000000","0.00000000","2012-11-26","2025-03-05","",""
"1140","0","AHERN","AVE","HALIFAX","AHERN AVE","OPEN","HRM","","","DM","700004798","","","","AHERN AVE (  TO RAINNIE DR)","AHERN AVE (HALIFAX)","ASPHALT","3.56200000","10.00000000","2013-06-05","2","0.00000000","0.00000000","0.00000000","","2015-10-01","","",""
"1141","0","AMESBURY","GATE","BEDFORD","AMESBURY GATE","OPEN","HRM","","MINOR COLLECTOR","SD","700009796","","","81.12659537","AMESBURY GATE (WEYBRIDGE LANE TO END)","AMESBURY GATE (BEDFORD)","","0.00000000","0.00000000","","0","0.00000000","0.00000000","0.00000000","","2015-11-17","2025-03-05","",""
"1142","0","ROCKY LAKE","DR","WAVERLEY","ROCKY LAKE DR","OPEN","HRM","","ARTERIAL","CR","100000359","","","23.07180925","ROCKY LAKE DR (OLD SCOTT RD TO SCHOOL ST)","ROCKY LAKE DR (WAVERLEY)","ASPHALT","6.65600000","8.50000000","2014-10-03","2","0.00000000","0.00000000","0.00000000","0.00000000","2017-01-13","2025-03-05","",""
"1143","0","ROSEBANK","AVE","HALIFAX","ROSEBANK AVE","OPEN","HRM","","LOCAL STREET","CA","300001951","","","203.23249167","ROSEBANK AVE (CONNAUGHT AVE TO NORWOOD ST)","ROSEBANK AVE (HALIFAX)","ASPHALT","5.82300000","9.00000000","2015-10-19","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2021-07-23","2021-07-23"
"1144","0","BROOKLINE","DR","BEDFORD","BROOKLINE DR","OPEN","HRM","2020-01-20","LOCAL STREET","SD","700011199","","","48.57236702","BROOKLINE DR (HELEN CREIGHTON CRT to ELIZABETH DOANE DR)","BROOKLINE DR (BEDFORD)","","","","","","","","","","2020-01-23","2025-03-05","2019-09-30","2023-08-23"
"1145","0","BROOKLINE","DR","BEDFORD","BROOKLINE DR","OPEN","HRM","2020-01-20","LOCAL STREET","SD","700011200","","","145.61885352","BROOKLINE DR (ELIZABETH DOANE DR to BENTRIDGE WAY)","BROOKLINE DR (BEDFORD)","","","","","","","","","","2021-05-17","2025-03-05","2019-09-30","2023-08-23"
"1200","0","QUINPOOL","RD","HALIFAX","QUINPOOL RD","OPEN","HRM","","ARTERIAL","DM","700006950","","","61.01006243","","QUINPOOL RD (HALIFAX)","ASPHALT","9.84400000","14.00000000","2015-02-02","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2002-01-28","2020-11-09"
"1216","0","MAIN","ST","DARTMOUTH","MAIN ST","OPEN","HRM","","ARTERIAL","DM","200001873","","","69.26403288","","MAIN ST (DARTMOUTH)","ASPHALT","9.84400000","9.00000000","2016-01-12","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-22","2022-09-12"
"1146","0","ELIZABETH DOANE","DR","BEDFORD","ELIZABETH DOANE DR","OPEN","HRM","2020-01-20","LOCAL STREET","SD","700011201","","","333.98100114","ELIZABETH DOANE DR (BROOKLINE DR TO TALUS AVE)","ELIZABETH DOANE DR (BEDFORD)","","","","","","","","","","","2025-03-05","2019-09-30","2020-01-23"
"1147","99999","HUBLEY MILL LAKE","RD","UPPER TANTALLON","HUBLEY MILL LAKE RD","OPEN","HRM","2022-06-01","LOCAL STREET","DM","600000096","","","1039.49115173","HUBLEY MILL LAKE RD (ENSLEY RD TO END)","HUBLEY MILL LAKE RD (UPPER TANTALLON)","","","","","","","","","0.00000000","","2025-03-05","2001-11-14","2024-05-13"
"1148","0","RAGGED LAKE","BLVD","HALIFAX","RAGGED LAKE BLVD","OPEN","HRM","2014-02-10","MINOR COLLECTOR","DM","700005787","","","37.77424749","RAGGED LAKE BLVD (RAGGED LAKE BLVD TO RAGGED LAKE BLVD)","RAGGED LAKE BLVD (BEECHVILLE)","ASPHALT","7.10300000","8.00000000","2015-08-04","1","9.50000000","0.00000000","0.00000000","","","2025-03-05","2007-10-23","2024-02-01"
"1149","0","HORSESHOE LAKE","DR","HALIFAX","HORSESHOE LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","DM","700005449","","","83.79594061","HORSESHOE LAKE DR (HORSESHOE LAKE DR TO HORSESHOE LAKE DR)","HORSESHOE LAKE DR (BEECHVILLE)","ASPHALT","8.81300000","10.00000000","2015-09-25","1","11.50000000","0.00000000","0.00000000","","","2025-03-05","2007-10-03","2024-02-01"
"1150","0","BRUNSWICK","ST","HALIFAX","BRUNSWICK ST","OPEN","HRM","","LOCAL STREET","CA","300000973","","","268.00596781","BRUNSWICK ST (NORA BERNARD ST TO LONGARD PLZ)","BRUNSWICK ST (HALIFAX)","ASPHALT","10.00000000","10.00000000","2016-01-26","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2002-01-01","2023-11-23"
"1151","0","WESTRIDGE","RD","HATCHET LAKE","WESTRIDGE RD","OPEN","HRM","2006-02-08","LOCAL STREET","CS","700003180","","","572.30660661","WESTRIDGE RD (PIVOT LANE TO GAZEBO LANE)","WESTRIDGE RD (HATCHET LAKE)","ASPHALT","8.98000000","6.50000000","2015-08-04","0","9.50000000","0.00000000","0.00000000","600001244.00000000","","2025-03-05","2001-11-20","2024-06-28"
"1152","0","CHAIN LAKE","DR","HALIFAX","CHAIN LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","DM","700005428","","","113.66034506","CHAIN LAKE DR (CHAIN LAKE DR TO MCQUADE LAKE CRES)","CHAIN LAKE DR (BEECHVILLE)","ASPHALT","8.86800000","10.00000000","2013-04-17","1","11.50000000","0.00000000","0.00000000","","","2025-03-05","2007-10-03","2024-02-02"
"1153","0","LAKELANDS","BLVD","HALIFAX","LAKELANDS BLVD","OPEN","HRM","","MAJOR COLLECTOR","DM","700005360","","","39.26286703","LAKELANDS BLVD (ST MARGARETS BAY RD TO ST MARGARETS BAY RD)","LAKELANDS BLVD (BEECHVILLE)","ASPHALT","8.36900000","10.00000000","2014-07-18","1","11.50000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-04","2024-02-01"
"1154","0","CAMBRIDGE","ST","HALIFAX","CAMBRIDGE ST","OPEN","HRM","","LOCAL STREET","CA","300001915","","","225.01394643","CAMBRIDGE ST (JUBILEE RD TO NORWOOD ST)","CAMBRIDGE ST (HALIFAX)","ASPHALT","8.14400000","9.00000000","2015-10-19","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2021-07-23","2021-07-23"
"1155","99999","TERRASTONE","RG","DARTMOUTH","TERRASTONE RG","OPEN","HRM","2023-11-03","","SD","700012371","","","91.50220015","TERRASTONE RG (WAVERLEY RD TO PEARLGARDEN CL)","TERRASTONE RG (DARTMOUTH)","","","","","","","","","","","2025-03-05","2023-10-12","2024-01-12"
"1156","99999","MONT","ST","HALIFAX","MONT ST","OPEN","HRM","","LOCAL STREET","CA","700013069","","","23.56641039","MONT ST (SINIUK LANE TO END)","MONT ST (HALIFAX)","","","","","","","","","300002478.00000000","","2025-03-05","2023-12-05","2023-12-05"
"1157","99999","WILCOT","LANE","DARTMOUTH","WILCOT LANE","OPEN","HRM","","LOCAL STREET","DM","700013071","","","26.09064725","WILCOT LANE (MONTAGUE RD TO HOOPER LANE)","WILCOT LANE (DARTMOUTH)","","","","","","","","","0.00000000","","2025-03-05","2023-12-05","2024-04-22"
"1158","99999","WILCOT","LANE","DARTMOUTH","WILCOT LANE","OPEN","HRM","","LOCAL STREET","FA","700013072","","","63.47032664","WILCOT LANE (WILCOT LANE to END)","WILCOT LANE (DARTMOUTH)","","","","","","","","","","2024-04-22","2025-03-05","2023-12-05","2024-04-22"
"1159","0","CHAIN LAKE","DR","HALIFAX","CHAIN LAKE DR","OPEN","HRM","","MAJOR COLLECTOR","DM","300002714","","","113.54445855","CHAIN LAKE DR (MCQUADE LAKE CRES TO CHAIN LAKE DR)","CHAIN LAKE DR (BEECHVILLE)","ASPHALT","8.86800000","10.00000000","2013-04-17","1","11.50000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-04","2024-02-02"
"1160","0","WOODLAWN","RD","DARTMOUTH","WOODLAWN RD","OPEN","HRM","","LOCAL STREET","DM","700004618","","","128.33605475","WOODLAWN RD (ATHORPE DR TO )","WOODLAWN RD (DARTMOUTH)","ASPHALT","2.03000000","11.00000000","2014-06-17","2","0.00000000","0.00000000","0.00000000","0.00000000","2020-03-12","2025-03-05","",""
"1161","0","SACKVILLE","DR","LOWER SACKVILLE","SACKVILLE DR","OPEN","HRM","","","CA","700011377","","","111.65892740","SACKVILLE DR (ARMOYAN DR TO BAXTER DR)","SACKVILLE DR (LOWER SACKVILLE)","","","","","","","","","100000566.00000000","2022-02-03","2025-03-05","",""
"1162","0","RAMP COGS-4A","RAMP","HALIFAX","RAMP COGS-4A RAMP","OPEN","HRM","","ARTERIAL","DM","300001237","","","207.53832530","RAMP COGS-4A RAMP (RAMP COGS-BU N/B RAMP TORAMP COGS-BU RAMP)","RAMP COGS-4A RAMP (HALIFAX)","ASPHALT","7.12400000","8.00000000","2015-09-29","2","0.00000000","0.00000000","0.00000000","0.00000000","2022-08-29","2025-03-05","",""
"1163","0","LUCASVILLE","RD","LUCASVILLE","LUCASVILLE RD","OPEN","HRM","","MAJOR COLLECTOR","DM","700001960","","","368.86225260","LUCASVILLE RD (BYRONS LANE TO WILLIAM PARSONS LANE)","LUCASVILLE RD (LUCASVILLE)","ASPHALT","7.21100000","8.00000000","2015-06-18","0","11.00000000","0.00000000","0.00000000","100002635.00000000","","2023-03-02","",""
"1164","0","UPPER WATER","ST","HALIFAX","UPPER WATER ST","OPEN","HRM","","LOCAL STREET","DM","300001236","","","135.39782467","UPPER WATER ST (UPPER WATER ST TOPURDYS LANE)","UPPER WATER ST (HALIFAX)","ASPHALT","8.01100000","9.00000000","2014-08-11","2","0.00000000","0.00000000","0.00000000","0.00000000","2020-02-25","2025-03-05","",""
"1165","0","RAMP COGS-BU N/B","RAMP","HALIFAX","RAMP COGS-BU N/B RAMP","OPEN","HRM","","ARTERIAL","DM","300001238","","","53.02225492","RAMP COGS-BU N/B RAMP (UPPER WATER ST TORAMP COGS-4A RAMP)","RAMP COGS-BU N/B RAMP (HALIFAX)","ASPHALT","5.70300000","12.00000000","2015-09-29","2","0.00000000","0.00000000","0.00000000","0.00000000","2022-08-29","2025-03-05","",""
"1166","0","UPPER WATER","ST","HALIFAX","UPPER WATER ST","OPEN","HRM","","LOCAL STREET","CR","700002331","","","270.64175630","UPPER WATER ST (UNDER REVIEW  606 UN to RAMP COGS-BU RAMP)","UPPER WATER ST (HALIFAX)","ASPHALT","8.51200000","9.00000000","2014-08-11","2","0.00000000","0.00000000","0.00000000","300001236.00000000","2015-12-08","2025-03-05","2002-01-01","2024-06-18"
"1167","0","LAKELANDS","BLVD","HALIFAX","LAKELANDS BLVD","OPEN","HRM","","MAJOR COLLECTOR","DM","700005417","","","91.35243308","LAKELANDS BLVD (CHAIN LAKE DR TO LAKELANDS BLVD)","LAKELANDS BLVD (BEECHVILLE)","ASPHALT","8.62500000","10.00000000","2014-07-18","1","11.50000000","0.00000000","0.00000000","","","2025-03-05","2007-10-03","2024-02-01"
"1168","0","LUCASVILLE","RD","HAMMONDS PLAINS","LUCASVILLE RD","OPEN","HRM","","MAJOR COLLECTOR","DM","100001577","","","","LUCASVILLE RD (FIFTH ST TO SIXTH ST)","LUCASVILLE RD (HAMMONDS PLAINS)","ASPHALT","7.63200000","8.00000000","2013-11-20","0","11.00000000","0.00000000","0.00000000","0.00000000","2017-08-18","","",""
"1169","0","RUSSELL","DR","LAWRENCETOWN","RUSSELL DR","OPEN","HRM","","LOCAL STREET","DM","700003294","","","141.87659403","RUSSELL DR (  TO END)","RUSSELL DR (LAWRENCETOWN)","ASPHALT","9.66700000","7.00000000","2015-10-30","0","10.00000000","0.00000000","0.00000000","0.00000000","2017-09-26","2025-03-05","",""
"1170","0","LAKE MAJOR","RD","LAKE MAJOR","LAKE MAJOR RD","OPEN","HRM","","MAJOR COLLECTOR","CA","200002939","","","391.30649562","LAKE MAJOR RD (OLD GERMAN RD TO LAKE MAJOR RD)","LAKE MAJOR RD (LAKE MAJOR)","ASPHALT","1.08500000","8.00000000","2013-08-08","0","11.00000000","0.00000000","0.00000000","0.00000000","2014-11-14","2025-03-05","",""
"1171","0","SUMMERVILLE","DR","LOWER SACKVILLE","SUMMERVILLE DR","OPEN","HRM","","LOCAL STREET","FA","700007742","","","56.81430738","SUMMERVILLE DR (  TO END)","SUMMERVILLE DR (LOWER SACKVILLE)","ASPHALT","9.02300000","9.10000000","2012-07-20","2","0.00000000","0.00000000","0.00000000","100002143.00000000","2015-07-09","2025-03-05","",""
"1172","0","DOMINION","CRES","BEECHVILLE","DOMINION CRES","OPEN","HRM","","MAJOR COLLECTOR","DM","300003224","","","322.01300910","DOMINION CRES (BEECHVILLE PARK DR TO END)","DOMINION CRES (BEECHVILLE)","ASPHALT","7.23500000","10.00000000","2015-08-26","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-03","2024-02-01"
"1173","0","ST MARGARETS BAY","RD","LAKESIDE","ST MARGARETS BAY RD","OPEN","HRM","","ARTERIAL","SD","700002252","","","77.46773084","ST MARGARETS BAY RD (BOYLAN LANE to ST MARGARETS BAY RD)","ST MARGARETS BAY RD (BEECHVILLE)","ASPHALT","6.48900000","9.00000000","2016-11-29","0","12.00000000","0.00000000","0.00000000","300002865.00000000","2024-01-31","2025-03-05","2001-12-12","2024-01-31"
"1174","99999","INNOVATION","DR","BEDFORD","INNOVATION DR","OPEN","HRM","2013-03-15","MINOR COLLECTOR"," ","700011446","","","45.32822371","INNOVATION DR (ANGUS MORTON DR TO INNOVATION DR)","INNOVATION DR (BEDFORD)","","","","","","","","","700010620.00000000","","2025-03-05","2021-07-06","2021-07-06"
"1175","99999","INNOVATION","DR","BEDFORD","INNOVATION DR","OPEN","HRM","2013-03-15","MINOR COLLECTOR"," ","700011447","","","23.48030026","INNOVATION DR (INNOVATION DR TO GLADYS PORTER PL)","INNOVATION DR (BEDFORD)","","","","","","","","","700010620.00000000","","2025-03-05","2021-07-06","2021-07-06"
"1176","99999","SACKVILLE","DR","MIDDLE SACKVILLE","SACKVILLE DR","OPEN","HRM","","ARTERIAL"," ","700011535","","","129.67217804","SACKVILLE DR (RYDER LANE TO LIVELY RD)","SACKVILLE DR (MIDDLE SACKVILLE)","","","","","","","","","100001355.00000000","","2025-03-05","2021-08-06","2021-08-06"
"1177","99999","CAIRNSTONE","LANE","BEDFORD","CAIRNSTONE LANE","OPEN","HRM","2021-07-22","LOCAL STREET"," ","700011372","","","336.08029186","CAIRNSTONE LANE (TALUS AVE TO END)","CAIRNSTONE LANE (BEDFORD)","","","","","","","","","","","2025-03-05","2020-10-22","2021-08-04"
"1178","99999","TUSCANY","RUN","TIMBERLEA","TUSCANY RUN","OPEN","HRM","2021-08-27","LOCAL STREET"," ","700011402","","","229.45596570","TUSCANY RUN (MARKETWAY LANE TO CHARDONNAY CRT)","TUSCANY RUN (TIMBERLEA)","","","","","","","","","","","2025-03-05","2021-03-16","2023-03-13"
"1179","99999","TALUS","AVE","BEDFORD","TALUS AVE","OPEN","HRM","2021-07-22","LOCAL STREET"," ","700011371","","","286.53457106","TALUS AVE (CAIRNSTONE LANE to BENTRIDGE DR)","TALUS AVE (BEDFORD)","","","","","","","","","","2022-05-30","2025-03-05","2020-10-22","2023-03-06"
"1180","0","SPRINGFIELD","AVE","MIDDLE SACKVILLE","SPRINGFIELD AVE","OPEN","HRM","","LOCAL STREET","CA","700010405","","","40.93592707","SPRINGFIELD AVE (SPRINGFIELD AVE TO SPRINGFIELD AVE)","SPRINGFIELD AVE (MIDDLE SACKVILLE)","ASPHALT","7.55600000","6.10000000","2013-11-20","0","9.10000000","0.00000000","0.00000000","100002009.00000000","","2025-03-05","2016-04-11","2020-11-09"
