"ASSET_ID","GROUP_ID","ACQ_TYPE","PID","ACQ_COST","ASSET_TYPE","OWNER","DISPOSAL","MAIN_CLASS","ACQ_DATE","DISP_DATE","DISP_TYPE","ACQDISPSOURCE","LAND_NAME","HECTARES","SERV_CAT","PARK_ID","PARK_NAME","REPL_COST","HRWC_FLAG","ASSET_RECORD_COUNT","HRM_PARCEL_ADDDATE","HRM_PARCEL_MODDATE"
"14148","5048","","41297227","","LAND","HRM","","LAU","","","","","DUSTAN ST UTILITY PARCEL","0.074","A","","","","","1","2009-04-24","2017-03-24"
"14153","5070","","41117680","","LAND","HRM","","OPN","","","","","SUSSEX DRIVE PARK","0.793","G","5110","SUSSEX DRIVE PARK","","","1","2009-05-08","2017-06-27"
"14155","7000","","41279936","","LAND","PRIV","Y","LACEM","","2009-04-01","SOLD","","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.046","H","","","","","1","2009-02-19","2024-08-14"
"14156","7000","","41279944","","LAND","PRIV","Y","LACEM","","2009-04-01","SOLD","","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.046","H","","","","","1","2009-02-19","2024-08-14"
"14165","5066","LAND","41287418","4948416.00000000","LAND","HRM","","LAB","2009-05-19","","","Transaction Summary","BMO CENTRE","6.578","G","5105","GARY MARTIN DRIVE PARK","","","1","2009-05-08","2017-06-27"
"14168","7000","","41282377","","LAND","HRM","","UNKN","","","","","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.468","H","","","","","1","2009-05-08","2023-11-28"
"14169","7000","","40151243","","LAND","HRM","","UNKN","","","","","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.173","H","","","","","1","2009-05-27","2023-11-28"
"14170","7000","","00148742","","LAND","HRM","","UNKN","","","","","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.012","H","","","","","1","2009-05-27","2023-11-28"
"14173","7000","","41303470","","LAND","HRM","","UNKN","","","","","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.015","H","","","","","1","2009-05-27","2023-11-28"
"14174","7000","","00148213","","LAND","HRM","","UNKN","","","","","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.005","H","","","","","1","2009-05-27","2023-11-28"
"14175","64","","00148064","","LAND","HRM","","UNKN","","","","","MACDONALD BRIDGE WIDENING","0.077","C","","","","","1","2009-05-27","2023-11-28"
"14176","7000","","40681025","","LAND","HRM","","UNKN","","","","","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.055","H","","","","","1","2009-06-04","2023-11-28"
"14177","7000","","41233271","","LAND","HRM","","UNKN","","","","","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.614","H","","","","","1","2009-05-08","2023-11-28"
"14178","9997","","40665465","","LAND","HRM","","DRA","","","","","DRAINAGE","0.053","F","","","","","1","2009-06-04","2017-03-24"
"14179","64","","00148072","","LAND","HRM","","UNKN","","","","","MACDONALD BRIDGE WIDENING","0.075","C","","","","","1","2009-05-27","2023-11-28"
"14180","7000","","41282385","","LAND","HRM","","UNKN","","","","","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.184","H","","","","","1","2009-05-08","2023-11-28"
"14182","7000","","41215484","","LAND","HRM","","UNKN","","","","","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.532","H","","","","","1","2009-05-08","2023-11-28"
"14184","64","","00148080","","LAND","HRM","","UNKN","","","","","MACDONALD BRIDGE WIDENING","0.072","C","","","","","1","2009-05-27","2023-11-28"
"14185","7000","","41282351","","LAND","HRM","","UNKN","","","","","UNKNOWN TEMPORARY GROUP ASSIGNMENT","1.614","H","","","","","1","2009-05-08","2023-11-28"
"14204","7000","","41182510","","LAND","HRM","","UNKN","","","","","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.830","H","","","","","1","2009-08-20","2023-11-28"
"14244","1243","LAND","00546267","1763.55000000","LAND","HRM","","OPN","2019-02-28","","","Transaction Summary","MOSER RIVER PARK","0.393","G","1243","MOSER RIVER PARK","","","1","2009-09-17","2019-04-30"
"14246","5075","LAND","41311515","20000.00000000","LAND","HRM","","OPN","2009-09-21","","","Transaction Summary","HATCHET LAKE PARK","0.042","H","5119","HATCHET LAKE PARK","","","1","2009-10-27","2017-06-27"
"14247","","LAND","41279928","0.00000000","LAND","HRM","","OPN","2010-01-25","","","Transaction Summary","","0.006","","","","","","1","2009-10-29","2019-02-06"
"14251","134","","41278177","","LAND","HRM","","OPN","","","","","OAKFIELD WOODS PARK","0.588","G","134","OAKFIELD WOODS PARK","","","1","2009-09-29","2017-09-19"
"14252","5078","LAND","00032516","239000.00000000","LAND","HRM","","LAB","2009-10-05","","","Transaction Summary","6838 BAYERS RD","0.041","H","","","","","1","2009-06-18","2020-07-13"
"14268","5085","LAND","41229410","0.00000000","LAND","HRM","","OPN","2009-10-16","","","Transaction Summary","LUCY CRT PARK","0.251","G","5131","LUCY COURT PARK","","","1","2009-09-29","2017-06-27"
"14269","5095","LAND","00032490","169900.00000000","LAND","HRM","","ITR","2009-09-04","","","Transaction Summary","PURCHASED PARCEL 6850 BAYERS RD","0.051","C","","","","","1","2009-06-18","2020-07-13"
"14290","958","LAND","00209437","1.00000000","LAND","HRM","","OPN","2008-08-19","","","Transaction Summary","KIWANIS GRAHAMS GROVE PARK","0.432","G","958","KIWANIS GRAHAM'S GROVE PARK","","","1","2009-11-23","2017-06-27"
"14298","5097","LAND","41281650","0.00000000","LAND","HRM","","OPN","2009-11-18","","","Transaction Summary","MORNINGFIELD LANE PARK","0.132","G","5141","BASSWOOD RUN PARK","","","1","2009-11-24","2017-06-27"
"14299","3480","LAND","00568279","128794.00000000","LAND","HRM","","SWL","2009-09-18","","","Transaction Summary","OTTER LAKE LANDFILL","35.463","D","","","","","1","2009-11-30","2017-03-24"
"14300","5098","LAND","41294497","0.00000000","LAND","HRM","","OPN","2009-11-26","","","Transaction Summary","SANDY RUN PARK","0.460","G","5209","SANDY RUN PARK","","","1","2009-11-30","2017-06-27"
"14301","5098","LAND","41294505","0.00000000","LAND","HRM","","OPN","2009-11-26","","","Transaction Summary","SANDY RUN PARK","1.145","G","5209","SANDY RUN PARK","","","1","2009-11-30","2017-06-27"
"14302","2314","LAND","40573271","0.00000000","LAND","HRM","","LAB","","","","Transaction Summary","PARK N RIDE METRO TRANSIT","0.326","H","","","","","1","2009-11-03","2025-09-22"
"14304","","LAND","41303751","","LAND","HRM","","OPN","2009-09-10","","","Transaction Summary","","1.209","","","","","","1","2009-11-30","2021-02-01"
"14306","","LAND","41285347","0.00000000","LAND","HRM","","OPN","2012-07-27","","","Transaction Summary","","0.559","","","","","","1","2009-11-25","2019-02-07"
"14310","5100","LAND","41272816","0.00000000","LAND","HRM","","OPN","2010-08-26","","","Transaction Summary","SOUTH RIDGE CIRCLE PARK","0.180","G","5143","SOUTH RIDGE CIRCLE PARK","","","1","2009-12-15","2017-06-27"
"14311","5101","LAND","41272824","0.00000000","LAND","HRM","","OPN","2010-08-26","","","Transaction Summary","CANNON TERRACE PARK","0.299","G","5144","CANNON TERRACE PARK","","","1","2009-12-15","2017-06-27"
"14314","2968","LAND","41317553","0.00000000","LAND","HRM","","OPN","2011-05-17","","","Transaction Summary","PIGGOTT AVENUE PARK","0.132","G","5145","PIGGOTT AVENUE PARK","","","1","2009-12-16","2017-06-27"
"14332","5102","LAND","41291030","0.00000000","LAND","HRM","","OPN","2012-08-23","","","Transaction Summary","DARLINGTON DRIVE PARK????","0.170","G","5206","DARLINGTON DRIVE PARK","","","1","2010-01-19","2017-06-27"
"14342","5108","LAND","41319005","1.00000000","LAND","HRM","","OPN","2010-10-01","","","Transaction Summary","UNNAMED PARK","0.018","G","","","","","1","2010-01-29","2017-03-24"
"14348","1044","","00109454","","LAND","PRIV","Y","LAB","","2010-03-31","SOLD","","GRACE HILTZ                       HERITAGE #44","0.042","H","","","","","1","2010-01-21","2017-02-09"
"14354","5110","","00127928","","LAND","HRM","","LAB","","","","","UNKNOWN","0.512","H","","","","","1","2010-01-04","2021-09-14"
"14359","2853","LAND","41288341","0.00000000","LAND","HRM","","OPN","2010-06-14","","","Transaction Summary","THE GULLIES PARK","1.330","G","5175","THE GULLIES PARK","","","1","2010-02-09","2017-06-27"
"14361","5163","LAND","41295676","0.00000000","LAND","HRM","","OPN","2010-11-08","","","Transaction Summary","PEBBLECREEK CRESCENT PARK?","2.668","G","5180","PEBBLECREEK CRESCENT PARK","","","1","2010-02-09","2017-06-27"
"14362","","LAND","41295668","0.00000000","LAND","HRM","","OPN","2010-11-08","","","Transaction Summary","","0.579","","","","","","1","2010-02-09","2019-02-07"
"14369","5113","LAND","41313792","0.00000000","LAND","HRM","","OPN","2013-01-16","","","Transaction Summary","ALABASTER WAY COMMUNITY PARK","1.552","G","5220","ALABASTER WAY COMMUNITY PARK","","","1","2010-02-09","2017-06-27"
"14370","5117","LAND","40263915","205000.00000000","LAND","HRM","","OPN","2010-02-10","","","Transaction Summary","UNNAMED PARK COWBAY RD","3.919","G","5167","UNNAMED PARK 12","","","1","2009-12-15","2017-06-27"
"14377","","LAND","41317710","0.00000000","LAND","HRM","","OPN","2009-12-18","","","Transaction Summary","","0.098","","","","","","1","2010-02-04","2020-09-16"
"14381","","LAND","41317686","522749.00000000","LAND","HRM","","OPN","2009-12-18","","","Transaction Summary","","0.338","","","","","","1","2010-02-04","2020-09-16"
"14393","5119","LAND","41321076","0.00000000","LAND","HRM","","OPN","","","","Transaction Summary","ANGLER DRIVE PARK","0.171","","5286","ANGLER DRIVE COMMUNITY PARK","","","1","2010-03-08","2019-10-28"
"14403","5097","LAND","41324344","0.00000000","LAND","HRM","","OPN","2010-06-17","","","Transaction Summary","MORNINGFIELD LANE PARK","0.649","G","5141","BASSWOOD RUN PARK","","","1","2010-03-29","2017-06-27"
"14405","5124","LAND","00354712","45000.00000000","LAND","HRM","","OPN","2010-03-25","","","Transaction Summary","DEVILS ISLAND VIEW PARK","0.048","G","5170","DEVILS ISLAND VIEW PARK","","","1","2010-03-04","2017-06-27"
"14408","5127","LAND","41186230","0.00000000","LAND","HRM","","OPN","2009-11-27","","","Transaction Summary","BIRCH HILL LAKE PARK","3.775","G","5171","BIRCH HILL LAKE PARK","","","1","2010-03-22","2017-06-27"
"14409","5128","LAND","41273855","0.00000000","LAND","HRM","","OPN","2010-03-04","","","Transaction Summary","HEDDAS WAY PARK","0.719","G","5172","HEDDAS WAY PARK","","","1","2010-03-25","2017-06-27"
"14440","2729","LAND","41270398","0.00000000","LAND","HRM","","OPN","","","","Transaction Summary","CONFEDERATION AVE PARK","0.161","G","2729","CONFEDERATION AVENUE PARK","","","1","2010-05-20","2017-06-27"
"14444","2729","LAND","41326745","0.00000000","LAND","HRM","","OPN","2012-03-09","","","Transaction Summary","CONFEDERATION AVE PARK","2.934","G","2729","CONFEDERATION AVENUE PARK","","","1","2010-05-20","2017-06-27"
"14446","2768","LAND","41245689","0.00000000","LAND","HRM","","OPN","2010-05-14","","","Transaction Summary","GREENHILL RD PARK","0.328","G","2768","GREENHILL ROAD PARK","","","1","2010-05-20","2017-06-27"
"14456","5138","LAND","41332362","0.00000000","LAND","UN","","LAU","","","","Transaction Summary","RETENTION POND TWIN BROOKS PHASE 2","0.435","D","","","","","1","2010-05-25","2017-03-24"
"14457","5139","LAND","41194846","1.00000000","LAND","HRM","","VAC","2010-03-09","","","Transaction Summary","WALCOT RUN LANDS","1.432","H","","","","","1","2010-05-27","2017-03-24"
"14474","5141","LAND","41263765","0.00000000","LAND","PRIV","","DRA","2010-07-02","","","Transaction Summary","STORMWATER RETENTION POND","0.554","D","","","","","1","2010-07-12","2017-03-24"
"14478","5142","LAND","41328261","0.00000000","LAND","HRM","","LAU","1973-12-01","","","Transaction Summary","PARCEL OFF SLAYTER ST","0.095","D","","","","","1","2010-06-10","2017-03-24"
"14481","5142","LAND","41328238","0.00000000","LAND","HRM","","LAU","1973-12-01","","","Transaction Summary","PARCEL OFF SLAYTER ST","0.036","D","","","","","1","2010-06-10","2017-03-24"
"14485","5160","LAND","41302456","0.00000000","LAND","HRM","","OPN","2010-10-29","","","Transaction Summary","STONINGTON PARK","3.363","G","5179","STONINGTON PARK","","","1","2010-07-20","2017-06-27"
"14492","270","LAND","41073776","0.00000000","LAND","HRM","","OPN","2003-07-17","","","Transaction Summary","BROOK STATION OPEN SPACE BUFFER","0.020","G","","","","","1","2010-06-16","2017-03-24"
"14493","1298","","40868705","","LAND","HRM","","LAB","","","","","FUTURE DUTCH SETTLEMENT FIRE STATION","9.445","B","","","","","1","2010-08-04","2017-03-24"
"14496","","","41253915","","LAND","HRM","Y","OPN","","2008-01-10","SOLD","","","2.903","","","","","","1","2010-08-16","2021-02-01"
"14499","5152","","00361493","","LAND","PRIV","Y","ITR","","2008-11-21","SOLD","","SOLD PARCELS GLENDALE AVE SACKVILLE","0.089","H","","","","","1","2010-09-03","2016-08-23"
"14500","5152","","00637652","","LAND","PRIV","Y","ITR","","2008-11-21","SOLD","","SOLD PARCELS GLENDALE AVE SACKVILLE","0.059","H","","","","","1","2010-09-03","2016-08-23"
"14501","5152","","00356790","","LAND","PRIV","Y","ITR","","2008-11-21","SOLD","","SOLD PARCELS GLENDALE AVE SACKVILLE","0.015","H","","","","","1","2010-09-03","2016-08-23"
"14505","3683","LAND","41307307","0.00000000","LAND","HRM","","OPN","2010-10-22","","","Transaction Summary","OAKEN HILLS PARK","0.121","G","5032","OAKEN HILLS PARK","","","1","2010-09-08","2017-06-27"
"14509","5153","LAND","41333840","0.00000000","LAND","HRM","","OPN","2011-10-20","","","Transaction Summary","TYLER SAMPSON PARK","2.262","G","5190","TYLER SAMPSON PARK","","","1","2010-09-14","2017-06-27"
"14519","","LAND","41307083","0.00000000","LAND","HRM","","OPN","","","","PLAN","","0.112","","","","","","1","2010-09-14","2018-03-28"
"14521","","LAND","41332362","0.00000000","LAND","HRM","","OPN","","","","Transaction Summary","","0.242","","","","","","1","2010-09-14","2018-04-19"
"14533","5156","LAND","41334699","0.00000000","LAND","HRM","","OPN","2010-12-21","","","Transaction Summary","MOUNT ROYALE PARK","2.998","G","5185","MOUNT ROYALE PARK","","","1","2010-09-13","2017-06-27"
"14537","5158","LAND","41192022","0.00000000","LAND","HRM","","OPN","2010-10-22","","","Transaction Summary","SOUTHGATE DRIVE PARK","0.122","G","5181","SOUTHGATE DRIVE PARK","","","1","2010-09-27","2017-06-27"
"14540","","LAND","41332420","1.00000000","LAND","HRM","","OPN","1964-10-06","","","Transaction Summary","","0.100","","","","","","1","2010-09-13","2022-01-24"
"14541","5159","LAND","40099632","","LAND","PRIV","Y","LAB","","2012-01-25","SOLD","Transaction Summary","WAVERLEY HERITAGE MUSEUM","0.071","G","","","","","1","2010-09-28","2016-08-23"
"14544","2391","LAND","41337726","0.00000000","LAND","HRM","","OPN","2012-05-09","","","Transaction Summary","PIERRE GINGARS MEMORIAL PARK","0.186","G","2391","PIERRE GINGRAS MEMORIAL PARK","","","1","","2017-06-27"
"14551","5162","LAND","41213885","0.00000000","LAND","HRM","","OPN","2010-10-22","","","Transaction Summary","RAVINES DRIVE PARK?","1.980","G","","","","","1","2010-11-09","2017-03-24"
"14561","5109","","41271941","","LAND","HRM","","OPN","","","","","CLEVELAND BREWER PARK","0.083","G","5169","CLEVELAND BREWER PARK","","","1","2011-01-04","2017-06-27"
"14565","422","","00082628","","LAND","HRM","","LACEM","","","","","MOUNT HERMON CEMETERY","4.402","E","5276","MOUNT HERMON CEMETERY","","","1","2010-12-08","2021-03-18"
"14566","","LAND","41339649","","LAND","HRM","","OPN","","","","Transaction Summary","","1.322","","","","","","1","2010-12-08","2023-06-14"
"14568","5168","LAND","41307836","1.00000000","LAND","HRM","","OPN","2010-11-02","","","Transaction Summary","CLAM HARBOUR ROAD PARK","3.124","G","5183","CLAM HARBOUR ROAD PARK","","","1","2010-12-14","2017-06-27"
"14571","","LAND","41184367","0.00000000","LAND","HRM","","OPN","2010-11-15","","","Transaction Summary","","0.091","","","","","","1","2010-12-14","2019-02-07"
"14574","33","LAND","40796005","0.00000000","LAND","HRM","","OPN","2005-07-02","","","Transaction Summary","MAINLAND COMMONS","15.688","G","33","MAINLAND COMMON","","","1","2010-12-14","2017-06-27"
"14575","33","","40808743","","LAND","HRM","","OPN","","","","","MAINLAND COMMONS","1.587","G","33","MAINLAND COMMON","","","1","2011-03-14","2017-06-27"
"14577","26","LAND","00251827","0.00000000","LAND","HRM","","OPN","1989-04-01","","","Transaction Summary","REGATTA POINT PARK","1.505","G","26","REGATTA POINT PARK","","","1","2010-11-17","2017-06-27"
"14578","66","","41320367","","LAND","PRIV","Y","UNKN","","2011-02-01","TRANSFER","","AFRICVILLE PARK","0.780","G","66","AFRICVILLE","","","1","2011-01-14","2023-11-28"
"14579","66","","41320326","","LAND","HRM","","UNKN","","","","","AFRICVILLE PARK","0.503","G","66","AFRICVILLE","","","1","2011-01-14","2023-11-28"
"14581","1642","LAND","00019620","0.00000000","LAND","HRM","Y","UNKN","1964-05-03","2017-09-13","EXCHANGE","Transaction Summary","ADJACENT LANDS TO SEAVIEW MEMORIAL PARK","0.092","H","","","","","1","2011-01-06","2023-11-28"
"14582","1642","LAND","41320334","0.00000000","LAND","HRM","Y","UNKN","1964-05-03","2017-09-13","EXCHANGE","Transaction Summary","ADJACENT LANDS TO SEAVIEW MEMORIAL PARK","0.476","H","","","","","1","2011-01-06","2023-11-28"
"14583","1642","LAND","41320326","0.00000000","LAND","HRM","","UNKN","1964-05-03","","","Transaction Summary","ADJACENT LANDS TO SEAVIEW MEMORIAL PARK","4.936","H","","","","","1","2011-01-06","2023-11-28"
"14589","33","","40541682","","LAND","HRM","","OPN","","","","","MAINLAND COMMONS","2.142","G","33","MAINLAND COMMON","","","1","2011-01-14","2017-06-27"
"14590","88","LAND","00402958","65000.00000000","LAND","HRM","","OPN","2011-01-11","","","Transaction Summary","BISSETT LAKE PARK","4.355","G","88","BISSETT LAKE PARK","","","1","2010-11-22","2017-06-27"
"14597","","","41344375","","LAND","HRM","","OPN","","","","","","0.853","","","","","","1","2011-03-28","2018-06-27"
"14605","5229","LAND","00648865","17995.00000000","LAND","HRM","","SWL","2011-02-23","","","Transaction Summary","OTTER LAKE LANDFILL BUFFER","15.258","","","","","","1","2011-03-17","2017-03-24"
"14606","5229","LAND","00649277","11995.00000000","LAND","HRM","","SWL","2011-02-23","","","Transaction Summary","OTTER LAKE LANDFILL BUFFER","10.418","","","","","","1","2011-03-14","2017-03-24"
"14607","690","LAND","40789166","800000.00000000","LAND","PRIV","Y","VAC","2004-05-06","2011-05-04","SOLD","Transaction Summary","WAVERLEY ROAD FIRE GARAGE","0.022","B","","","","","1","2011-05-10","2016-08-23"
"14608","690","LAND","40789166","800000.00000000","LAND","HRM","","LAB","2004-05-06","","","Transaction Summary","WAVERLEY ROAD FIRE GARAGE","0.955","B","","","","","1","2011-05-11","2017-03-24"
"14610","1683","LAND","00110551","","LAND","PRIV","Y","VAC","1956-03-21","2010-09-28","SOLD","Transaction Summary","VACANT LLOYD FOX AVE","0.016","H","","","","","1","2011-05-25","2016-08-23"
"14631","5176","","41334483","","LAND","HRM","","OPN","","","","","LAKE CHARLOTTE BOAT LAUNCH PARK??","1.607","G","5187","LAKE CHARLOTTE BOAT LAUNCH","","","1","2011-06-07","2017-06-27"
"14632","3369","LAND","41293036","0.00000000","LAND","HRM","","OPN","2011-05-04","","","Transaction Summary","LINDFOREST PARK","19.664","G","3369","LINDFOREST PARK","","","1","2011-05-13","2017-06-27"
"14634","9997","","41349069","","LAND","HRM","","DRA","","","","","DRAINAGE","0.037","F","","","","","1","2011-06-06","2017-03-24"
"14638","5175","LAND","41344565","81120.00000000","LAND","HRM","","LAB","2011-10-13","","","Transaction Summary","UPPER TANTALLON FIRE STATION","0.682","B","","","","","1","2011-05-16","2017-03-24"
"14641","5126","LAND","41342387","0.00000000","LAND","HRM","","ITR","","","","Transaction Summary","PARCELS ACQUIRED FOR NEW INTERCHANGE","0.458","C","","","","","1","2011-04-19","2017-03-24"
"14644","3659","LAND","41212754","17600.00000000","LAND","HRM","","OPN","2011-06-22","","","Transaction Summary","ATLANTIC VIEW REGIONAL TRAIL","0.370","G","5059","ATLANTIC VIEW REGIONAL TRAIL PARK","","","1","2011-06-29","2017-06-27"
"14661","5179","LAND","41327917","0.00000000","LAND","HRM","","OPN","2012-02-06","","","Transaction Summary","PENDING BRUNELLO SUBDIVISION PARK","0.280","","5196","MAPLE GROVE AVENUE PARK","","","1","2011-08-09","2017-06-27"
"14684","1352","LAND","00288316","0.00000000","LAND","HRM","","OPN","2011-06-15","","","Transaction Summary","OLD COACH ROAD TRAIL PARK","4.059","G","1352","OLD COACH ROAD TRAIL PARK","","","1","2011-08-07","2017-06-27"
"14689","1210","","00023267","","LAND","HRM","","LAB","","","","","DARTMOUTH HIGH SCHOOL PARK","8.791","G","1210","DARTMOUTH HIGH SCHOOL PARK","","","1","2011-07-25","2017-06-27"
"14690","2289","","00359646","","LAND","HRM","","OPN","","","","","OPEN SPACE BUFFER GLENDALE DR","0.627","G","","","","","1","2011-07-20","2017-03-24"
"14691","5068","LAND","00359679","0.00000000","LAND","HRM","","OPN","1983-03-01","","","Transaction Summary","CHAPAIS DR OPEN SPACE BUFFER","1.035","G","","","","","1","2011-07-20","2017-03-24"
"14692","2496","","40013443","","LAND","HRM","","OPN","","","",""," ","0.870","G","","","","","1","2011-06-27","2017-03-24"
"14693","2499","LAND","40010894","0.00000000","LAND","HRM","","OPN","1983-03-01","","","Transaction Summary","NEWCOMBE DR PARK","0.225","G","2499","NEWCOMBE DRIVE PARK","","","1","2011-06-27","2017-06-27"
"14694","2500","","40014060","","LAND","HRM","","OPN","","","","","SMOKEY DRIVE OPEN SPACE BUFFER","0.561","G","","","","","1","2011-06-27","2017-03-24"
"14695","1454","","00364919","","LAND","HRM","","OPN","","","","","NORDIC CRESCENT PARK","0.652","G","1454","NORDIC CRESCENT PARK","","","1","2011-06-27","2021-07-20"
"14697","2408","","00359588","","LAND","HRM","","OPN","","","","","FIRST LAKE REGIONAL PARK","0.410","G","2400","FIRST LAKE REGIONAL PARK","","","1","2011-08-09","2017-06-27"
"14712","5183","LAND","41381476","0.00000000","LAND","HRM","","OPN","2015-12-18","","","Transaction Summary","SAVOY DRIVE COMMUNITY PARK","0.569","G","5240","SAVOY AVENUE COMMUNITY PARK","","","1","2015-12-18","2017-06-27"
"14713","5184","LAND","41169939","0.00000000","LAND","HRM","","OPN","2011-08-26","","","Transaction Summary","BRYANSTON ROAD PARK","0.941","G","5189","BRYANSTON ROAD PARK","","","1","2011-09-06","2017-06-27"
"14714","5185","LAND","41319096","0.00000000","LAND","HRM","","OPN","2011-10-11","","","Transaction Summary","STOCKTON RIDGE OPEN SPACE BUFFER","2.258","G","","","","","1","2011-09-08","2017-03-24"
"14731","","LAND","41344706","0.00000000","LAND","HRM","","OPN","1990-04-01","","","Transaction Summary","","0.113","","","","","","1","2011-10-13","2021-02-01"
"14752","2580","LAND","41350117","65000.00000000","LAND","HRM","","OPN","2011-11-17","","","Transaction Summary","WEIR PARK","3.571","G","2580","WEIR PARK","","","1","2011-12-05","2017-06-27"
"14758","5163","LAND","41347436","0.00000000","LAND","HRM","","OPN","2012-03-19","","","Transaction Summary","PEBBLECREEK CRESCENT PARK?","0.658","G","5180","PEBBLECREEK CRESCENT PARK","","","1","2011-11-29","2017-06-27"
"14759","5163","LAND","41347444","0.00000000","LAND","HRM","","OPN","2012-03-19","","","Transaction Summary","PEBBLECREEK CRESCENT PARK?","0.032","G","5180","PEBBLECREEK CRESCENT PARK","","","1","2011-11-29","2017-06-27"
"14760","1314","LAND","41347451","0.00000000","LAND","HRM","","OPN","2012-03-19","","","Transaction Summary","EVELYN WOOD PLACE PARK","0.040","G","1314","EVELYN WOOD PLACE PARK","","","1","2011-11-29","2017-06-27"
"14774","418","LAND","41353004","0.00000000","LAND","HRM","","OPN","2012-01-26","","","Transaction Summary","ST ANDREWS PARK","0.121","E","5074","ST. ANDREW'S COMMUNITY CENTRE PARK","","","1","2012-01-09","2017-06-27"
"14777","5194","LAND","41195868","0.00000000","LAND","HRM","","OPN","2012-01-27","","","Transaction Summary","BUNCHBERRY LANE PARK","1.539","G","5197","BUNCHBERRY LANE PARK","","","1","2012-02-03","2017-06-27"
"14779","2163","LAND","41336512","","LAND","PRIV","Y","LAU","","2012-07-30","SOLD","Transaction Summary","BEDFORD HIGHWAY PUMPING STATION","0.050","D","","","","","1","2012-02-03","2016-08-23"
"14801","2533","LAND","41295288","0.00000000","LAND","HRM","","OPN","2012-03-12","","","Transaction Summary","MACLENNAN DR PARK","0.522","G","2533","MACLENNAN DRIVE PARK","","","1","2012-03-19","2017-06-27"
"14810","5196","LAND","41362203","0.00000000","LAND","HRM","","OPN","1959-01-01","","","Transaction Summary","CORONATION AVENUE PARK","0.664","G","5259","CORONATION AVENUE PARK","","","1","2012-03-27","2017-03-24"
"14811","1955","LAND","41362195","0.00000000","LAND","PRIV","Y","VAC","1959-01-01","2012-03-30","SOLD","Transaction Summary","HALIFAX WEST HIGH SCHOOL (FORMER)","1.901","H","","","","","1","2012-03-27","2017-02-08"
"14812","1352","LAND","41357252","0.00000000","LAND","HRM","","OPN","2013-01-15","","","Transaction Summary","OLD COACH ROAD TRAIL PARK","2.220","G","1352","OLD COACH ROAD TRAIL PARK","","","1","2012-03-27","2017-06-27"
"14813","815","LAND","00398263","152608.21000000","LAND","HRM","","OPN","2012-03-06","","","Transaction Summary","SALTWATER LAKE PARK","0.558","G","815","SALTWATER LAKE PARK","","","1","2012-03-08","2017-06-27"
"14814","","LAND","41361338","0.00000000","LAND","HRM","","OPN","2012-03-19","","","Transaction Summary","","1.595","","","","","","1","2012-04-02","2019-02-06"
"14816","4048","LAND","41361320","0.00000000","LAND","HRM","","OPN","2012-03-19","","","Transaction Summary","GOVERNOR'S BROOK DISTRICT PARK","6.034","G","5207","GOVERNORS BROOK DISTRICT PARK","","","1","2012-04-02","2019-10-11"
"14817","","LAND","41357955","0.00000000","LAND","HRM","","OPN","2012-03-19","","","Transaction Summary","","40.468","","","","","","1","2012-03-16","2022-05-11"
"14818","7000","","40066383","","LAND","HRM","","UNKN","","","","","UNKNOWN TEMPORARY GROUP ASSIGNMENT","0.063","H","","","","","1","2012-02-27","2023-11-28"
"14820","3641","LAND","41358037","0.00000000","LAND","HRM","","UNKN","2004-11-16","","","Transaction Summary","UNKNOWN","2.159","C","","","","","1","2012-04-20","2017-03-24"
"14822","5197","LAND","41358490","0.00000000","LAND","HRM","","OPN","2012-04-12","","","Transaction Summary","GOLDENEYE DRIVE PARK???","1.582","G","5199","GOLDENEYE DRIVE PARK","","","1","2012-04-20","2017-06-27"
"14825","30","","00464925","","LAND","HRM","","OPN","","","","","BEAZLEY PARK","0.035","G","30","BEAZLEY PARK","","","1","2012-05-09","2017-06-27"
"14830","5188","LAND","00603522","1.00000000","LAND","PRIV","Y","LAB","2011-11-03","2012-05-17","SOLD","Transaction Summary","FORMER CENTRE BY THE SEA BLDG","0.206","G","","","","","1","2012-05-28","2016-08-23"
"14831","5188","LAND","41364712","1.00000000","LAND","PRIV","Y","VAC","2011-11-03","2012-05-17","SOLD","Transaction Summary","FORMER CENTRE BY THE SEA BLDG","0.014","G","","","","","1","2012-05-28","2016-08-23"
"14832","5188","LAND","41364704","1.00000000","LAND","PRIV","Y","VAC","2011-11-03","2012-05-17","SOLD","Transaction Summary","FORMER CENTRE BY THE SEA BLDG","0.047","G","","","","","1","2012-05-28","2016-08-23"
"14842","5160","LAND","41358672","0.00000000","LAND","HRM","","OPN","2012-09-14","","","Transaction Summary","STONINGTON PARK","2.694","G","5179","STONINGTON PARK","","","1","2012-07-26","2017-06-27"
